image_id,prediction,ground_truth
233febeb-8104-43a1-932d-5bf89a4479b1,"canvas, oil paint","canvas, oil paint"
236b430c-05e7-494c-a246-93c972cc637a,"canvas, oil paint","oil paint, panel"
23a463d2-4ec4-4c91-9a95-bc13999c8ffc,"oil paint, panel","panel, tempera"
23a4bc09-ec2e-4292-8db8-d79636701177,"canvas, oil paint","canvas, oil paint"
23e726be-fbe4-4f11-8282-7d258a688b0c,"oil paint, panel","oil paint, panel"
23e86c23-2599-49ff-8979-26a8d6563c6f,"canvas, oil paint","canvas, oil paint"
240fd3cf-3968-4ff8-987c-d4529ddc5971,"canvas, oil paint","canvas, oil paint"
24319771-541d-4674-a0fb-217a21436e8b,"oil paint, panel",oil paint
24349039-6409-43dc-98c9-5b161445521e,"canvas, oil paint","canvas, oil paint"
24cb4db2-c53a-4f3f-89d3-f72109a68113,"canvas, oil paint","oil paint, panel"
24f5e889-f88c-4c65-86d7-f87872887449,"canvas, oil paint","canvas, oil paint"
253602e7-0b70-4766-9e33-a34658e200a5,"canvas, oil paint","canvas, oil paint"
2544cb9b-2bd6-4326-9320-b88fde6ed891,"canvas, oil paint","canvas, oil paint"
25580901-e671-4576-8a0a-99d6896f53b7,"canvas, oil paint","canvas, oil paint"
25a2684d-5da5-4c0d-931d-1c15d06b36d0,"canvas, oil paint","canvas, oil paint"
25f2b3b9-16e6-46d5-98c8-ca56b817988a,"canvas, oil paint","canvas, oil paint"
25fb93b8-fcf4-4eb3-9283-cb31d1561053,"canvas, oil paint","canvas, oil paint"
26318b63-ab70-4539-ab68-44ef26afd414,"oil paint, panel","oil paint, panel"
26650758-4263-4d23-9fdd-87ec2de882cd,"canvas, oil paint","oil paint, panel"
2670390d-1113-4538-9a93-244631f76554,"canvas, oil paint","canvas, oil paint"
2674b2e3-4225-4814-88a8-e63e80fd7f5c,"canvas, oil paint","canvas board, oil paint"
269b606e-6a11-424a-9835-5613e4eddfd3,"canvas, oil paint","canvas, oil paint"
26d5424e-64fa-4537-9d6a-076cfd3cd127,fresco,fresco
26dcd651-183f-4490-9e14-58eab6252d1c,"canvas, oil paint","canvas, oil paint"
27067e9a-2f3e-404c-ad33-9f88b07c1d41,"oil paint, panel","oil paint, panel"
2708accf-8778-4aad-ab80-59effd2530b0,"copper, oil paint","ivory, watercolor paint"
2730fb58-9ef3-4153-a480-130fe6ba07d2,"canvas, oil paint","canvas, oil paint"
27f705da-0f7e-43d5-8404-3b903d56244f,"canvas, oil paint","canvas, oil paint"
280934d9-3d25-4d55-b854-e99644e7fc34,"canvas, oil paint","canvas, oil paint"
284d5232-6d05-4f66-8f27-3a41445151dc,"canvas, oil paint","canvas, oil paint"
28863d9a-0f58-4231-98c5-ce82c76ea497,"canvas, oil paint","canvas, oil paint"
28a6ac26-a4dd-48bc-b120-38f2d2b4cc14,"canvas, oil paint","canvas, oil paint"
28a9b4d3-6803-4833-bcf0-7eaeab416419,"canvas, oil paint","canvas, oil paint"
28fbabbd-22e2-42e2-aa57-0cafc6039495,"panel, tempera","panel, tempera"
2919178e-9b9c-4d38-b05f-52ded9b73ec6,"panel, tempera","poplar panel, tempera"
2957e66d-060c-4450-be30-33cb30536979,"paper, pastel","canvas, oil paint"
2994a190-b190-4815-aab9-3ee594fa79aa,"panel, tempera","panel, tempera"
299deaa8-9a3d-4628-8a9f-7b06bb410bef,"canvas, oil paint","canvas, oil paint"
29ecad1e-fe12-483b-8660-47d47eb97ca9,"oil paint, panel","oil paint, wood"
29f37335-f62a-4ac7-bfe0-9a382ae16ea2,"canvas, oil paint","canvas, oil paint"
29fc2008-fd48-4a02-b2d4-825e1768e0b9,"canvas, oil paint","canvas, oil paint"
2a0afa3b-d1a5-4510-88b5-471917d5d5b0,"canvas, oil paint","canvas, oil paint"
2a0d50f4-7c44-4cd4-bfac-929ecb824e37,"canvas, oil paint","canvas, oil paint"
2a3d7afd-7a75-44a9-8d48-3a93c9d8f4ec,"canvas, oil paint","canvas, oil paint"
2a4c7b37-95dd-4bfe-814b-816db77e3ff5,"canvas, oil paint","canvas, oil paint"
2a7bbe86-0094-49cd-8382-9104c153b0a4,"canvas, oil paint","canvas, oil paint"
2a86f847-95ea-4d9f-b852-b4272290e40d,"panel, tempera","panel, tempera"
2aeb6877-a077-4f65-bd39-fe4c31424459,"canvas, oil paint","canvas, oil paint"
2b002c28-dad7-4c1c-883e-0f05313ebed4,"oil paint, panel","canvas, oil paint"
2b16f280-6977-4736-b4f8-c172bd4c5327,"canvas, oil paint","canvas, oil paint"
2b761758-fcfd-4905-a6bf-9987105d944f,"oil paint, panel","oil paint, panel"
2b847e52-fe84-4a89-b839-ed4b71f2c09a,"canvas, oil paint","canvas, oil paint"
2bc2c6a9-a01e-4552-bd63-b5a64ecb7966,"oil paint, panel","oil paint, wood"
2bff5c63-a395-444e-aaf2-0f963c96d582,"canvas, oil paint","canvas, oil paint"
2c141e48-2fc7-4864-b4ff-fcb7fde6fd40,"canvas, oil paint","oil paint, panel"
2c26cb77-de7d-49d8-b99a-aa5c77d261e7,"oil paint, panel","oil paint, panel"
2c377267-c98b-4023-8a95-4def8d0e5ea3,"canvas, oil paint","canvas, oil paint"
2c41f457-f89e-40d6-be19-1bda57d41cda,"canvas, oil paint","canvas, oil paint"
2ca6ce7d-c88d-415a-bc12-0a1cc5e3a53e,"oil paint, panel","oak panel, oil paint"
2d256c89-8d96-4399-9ba1-7a37db909757,"canvas, oil paint","canvas, oil paint"
2d4d4ac8-d46f-4e14-91f7-b531feafe206,"canvas, oil paint","canvas, oil paint"
2d56b03b-ab0b-4c75-8d2d-0de7a2857f35,"canvas, oil paint","canvas, oil paint"
2dc44774-13c8-400f-b0d1-d3af85fc5d4e,"oil paint, panel","oil paint, poplar panel"
2dc84b7b-49f9-4970-ba0a-5fc7945952b1,"oil paint, panel","oil paint, panel"
2dd0c08a-2cd6-4161-8c27-b1ed72fd55d1,"canvas, oil paint","canvas, oil paint"
2de55a5e-0399-404b-a996-4159d0c6fbfb,"canvas, oil paint","canvas, oil paint"
2e801cb3-6fac-46f4-818e-8856c30b891e,"canvas, oil paint","canvas, oil paint"
2ea8bc0a-3950-4772-a96f-7401d4e48641,"canvas, oil paint","canvas, oil paint"
2ec60e74-fd91-4462-abcc-f2d1178a1069,"canvas, oil paint","canvas, oil paint"
2ef4c54f-297b-4582-a089-462458d37174,"oil paint, panel","canvas, oil paint"
2f0e7913-a1d2-4e33-b471-483650bbde0f,"canvas, oil paint","oil paint, wood"
2f1f7a4f-a5b8-4bc9-b8ec-da29409f0311,"canvas, oil paint","canvas, oil paint"
2f2738ae-0ae7-4645-8006-37352b156218,"paper, watercolor paint","graphite, paper, watercolor paint"
2f48a625-7b63-47da-b49e-992ddeecee0f,"canvas, oil paint","oil paint, panel"
2f6f4adc-1fcd-4cd9-af95-89e23d599b03,"panel, tempera",canvas
2fb5d7c6-70b3-483c-b02a-62c51475bee3,"oil paint, panel","canvas, oil paint"
2fbb9e06-e507-441d-acb5-a68ee68d8932,"canvas, oil paint","canvas, oil paint, pastel"
2fdb8df2-40c3-47a4-9a1d-bc41529d4043,"canvas, oil paint","canvas, oil paint"
3001c551-0982-4782-a430-e4cc54148d5e,"canvas, oil paint","canvas, oil paint"
302b091a-c814-49b7-a9de-acfa4f19a01d,"canvas, oil paint","canvas, oil paint"
306c8dfd-2d52-4e51-bff0-5994c37903cc,"canvas, oil paint","canvas, oil paint"
3084bdda-2c38-42f4-b228-a381fc3184eb,"canvas, oil paint","canvas, oil paint"
30b93f3e-138d-4f1a-b6d3-e5700ee9661f,"panel, tempera","panel, tempera"
3113dabb-9a58-417f-92fd-bcba5bdb9477,"oil paint, panel","gold leaf, oil paint, spruce"
3192d633-3a97-4226-8b4e-b634898ded6b,"canvas, oil paint","canvas, oil paint"
31a0db07-a791-4cee-a085-770f8255bde7,"canvas, oil paint","canvas, oil paint"
31c26a00-47ee-4b2c-9929-f4c5e557e845,"canvas, oil paint","canvas, oil paint"
320710ed-6242-4dad-9a34-1f19f5d1ec87,"canvas, oil paint","paper, pastel"
32239f4b-32aa-4b0e-8629-4ca8903c5fa2,"canvas, oil paint","canvas, oil paint"
32258c77-5287-437d-93ca-6ae53a068f79,"canvas, oil paint","canvas, oil paint"
32e0e64d-238a-48f2-9457-c3967ddf2608,"canvas, oil paint","copper, oil paint"
32fb757c-cbd3-4638-ade6-fc1634257798,"canvas, oil paint","canvas, oil paint"
33078f4d-86a8-4b53-a8cf-cfbf35cd1d8a,"oil paint, panel","canvas, oil paint, poplar panel"
330a5e10-d213-41fc-baef-29d288e7bf8e,"oil paint, panel","oil paint, panel"
33647ada-2e48-4c2e-9e61-882560c86209,"oil paint, panel","oil paint, panel"
