image_id,pred,gt
18a6e1cc-333c-49bd-9a15-87036bf21c40,person,Camille Pissarro
18b24634-0776-4c86-9d2f-b42f59581856,person,Matteo di Giovanni
18ddd29e-5992-4961-b747-3178b0fca044,person,Fanny Churberg
18dfae3b-b897-4edb-bbd1-89625205a7c5,person,Charles Dankmeijer
192353b7-6c56-4e6b-aaeb-302a052ff78e,giovanni savonarola,Matthias Stom
19528183-894a-4421-b255-560783065071,person,N.L. Peschier
1953f734-6405-49e9-bb5f-d995a5797ba8,person,Pieter Neefs the Elder
19815b86-8f57-425a-b846-57f5cbb67a80,person,Willem Bartel van der Kooi
19b32ae9-b34f-4336-9c26-8867bfd98d24,person,Théodore Géricault
19ba1f81-b547-4d86-b6ee-6d417d685ba5,françois-joseph gauguin,François Boucher
19bfb8cf-09c8-475c-8018-0dac525bb3aa,adolfo salinas,Jules Lefebvre
19d510d8-4175-4f51-a867-7a48f561bbad,person,Albert Bierstadt
19f1925f-9f6d-4037-bfbe-5b6eb58246ab,person,Claude Monet
19fd9370-2742-438e-9b33-f96461faf5c6,person,Valerio Castello
1a17b45b-0bd2-4c0c-913b-0c49119b10f7,person,Edgar Degas
1a369f72-b8ec-45eb-bc73-57ef73e9ee4f,person,Caspar David Friedrich
1a7979a1-53a0-4918-bed9-bb508582c42b,person,Guido Cagnacci
1abdb1eb-3acf-4fad-8257-3a7f4c1b4223,edward edward scott,Anders Zorn
1ae072ec-9a5e-4811-a166-effd27064dd2,person,Peter Paul Rubens
1ae0a329-1b90-4f44-b459-06c2efefd082,person,Berthe Morisot
1b1e4a95-165f-44ab-9e37-3c3b29af5c72,person,Willem Maris
1b99e9f3-e507-4f7f-b7be-ef375a349594,person,Sandro Botticelli
1baf2d84-3cf2-466a-b8d9-893ad35bb22f,person,Peter Paul Rubens
1c0eeaea-86bd-4cb0-ac04-3c1fa97ce276,person,Lorenzo Lotto
1c26f47f-44a2-4662-96b6-07bd1f7cbc28,person,Jean-Baptiste-Siméon Chardin
1c4f5f9e-14ce-445c-8b3b-2f0ead0c7c09,person,Bartolomeo Vivarini
1cb00e5e-5ccd-4c25-9d78-618862feef06,person,Daniele Crespi
1ce17322-da97-49f2-9b37-ecd34bf1777b,person,Gustave-Claude-Étienne Courtois
1cf4f00d-79be-4019-895e-607d8d40ab39,person,Augustin Théodule Ribot
1cf79aab-ec32-4506-bba2-4ef626fe30cf,john stubbs,David Kock
1cfab3b3-85ff-4618-9bc1-a63097ba851c,person,Vasily Perov
1d140472-94d5-42a6-80e8-0ac3c4ab5689,person,Paolo Morando
1d178d50-c65d-4f09-9444-9a18b4c72c63,person,Canaletto
1d597032-ecef-46f3-a621-92123d5be525,person,Jean-Baptiste Greuze
1d66171c-6752-4085-9cfc-fa11838c5c3e,person,Edward Burne-Jones
1d73f4d0-d4dd-4fd2-b9b6-ebd943a69e7d,person,Allan Ramsay
1d85f443-a18f-44e7-85e5-4a34e808085d,person,Gustave Moreau
1dc0b166-dd6c-45fd-a928-8e2bf7904ed1,person,Thomas Gainsborough
1dccea14-5997-44d9-b0c8-e4d1087c82cc,person,George Inness
1e033415-2505-4ca3-97bd-9d01b3872c86,person,Peter Paul Rubens
1e294ddb-58d4-46a6-a868-6b39e0c002fc,person,Bartolomé Esteban Murillo
1e2a2010-1811-40a0-ad5b-31ad925ad2b0,person,Edvard Munch
1e712505-fa9f-4f64-b158-b0754b108c09,person,Ramon Casas
1eb57da3-f11d-445a-b47c-432a0fce0ddd,person,Herman Wolters
1eb80c06-96b8-44be-8828-a0055706db09,person,Hans Looschen
1ed3b12c-1931-4f9d-b2fb-d47066b28fed,person,Edvard Munch
1ed9b89d-c13f-45ac-b084-7fa8b8688257,person,Anthony van Dyck
1f031393-62c4-4393-b6ee-ebd5bb649f97,person,Cornelis Norbertus Gijsbrechts
1f0b251b-e708-4b95-bad8-1d7851804935,person,Ludovico Carracci
1f2c8be8-474d-4c4f-ab20-511141af4629,person,Paul Cézanne
1f50da53-8752-4c33-952e-1cb9f5350f98,person,Frederic Edwin Church
1fd90bdb-7e20-4e5b-a302-24005af0a021,person,Pierre-Auguste Renoir
1feff28e-5d58-45f6-8391-5f08a29dbd34,person,George Hendrik Breitner
2020308b-1c5f-4e87-9be3-be83afee7610,person,William Oliver Stone
2032e4a5-97d4-455e-83e2-8ca026cd7849,person,Pierre-Auguste Renoir
2063f7b4-c413-4729-b1b0-10f14ad4c5da,person,Jan Hackaert
206793bf-6bb1-425f-a198-45f78c84a344,person,Edgar Degas
212e9d94-61be-4a48-bc64-83f0ecdf0221,person,Eugène Louis Boudin
2172d2cd-d72f-4cfc-af7f-66ac1719bb20,person,Frans Hals
217cd8ca-72f4-4ba4-b3aa-a33aa3681002,person,Olga Boznańska
21a0ed1b-b170-48fb-b0d9-e836276a264a,d b edwards,Frants Diderik Bøe
21a81de4-ce7c-4b03-9762-cca3368397e6,person,Abel Grimmer
21c9fb9b-e3f4-4fed-a21b-994135465f8e,person,Gilbert Stuart
21dec38b-a597-4e22-b45c-5eea07fbe84f,person,Mather Brown
21ea1733-fc36-4503-8dc2-241ef796f752,person,Jan Porcellis
21f076aa-b097-4102-b88e-a4288dfbbfe0,person,Dante Gabriel Rossetti
2223f9dc-099f-4b44-89e6-4f7d1de530bc,person,"Artemisia Gentileschi, Viviano Codazzi"
22296850-7e57-44ae-8ee9-201fbb105186,person,Paul Gauguin
2244f73f-9831-4c6f-8c5b-b7625f7210c2,person,Pieter Christoffel Wonder
225964b1-2000-4b3b-9c3d-fcdafe4541d0,person,Master of the Youth of Saint Romold
228cb90a-3331-4cb6-a588-1856694b80e0,john f scott,George Inness
22988e85-162a-4074-95df-080027275f6a,claude renoir,Vincent van Gogh
22b968c3-6bea-4dd5-b891-576ea896a46d,person,Asher Brown Durand
22c93672-aa4b-4a03-a57d-753b602a0b1f,person,Jean-Jules-Antoine Lecomte du Nouÿ
23110ab2-e1f1-4d8a-8957-55347c7957d8,person,Edvard Munch
233febeb-8104-43a1-932d-5bf89a4479b1,person,Canaletto
236b430c-05e7-494c-a246-93c972cc637a,john mcneil,Victor Forssell
23a463d2-4ec4-4c91-9a95-bc13999c8ffc,person,Filippo Lippi
23a4bc09-ec2e-4292-8db8-d79636701177,person,Theo Molkenboer
23e726be-fbe4-4f11-8282-7d258a688b0c,person,Rembrandt
23e86c23-2599-49ff-8979-26a8d6563c6f,person,Akseli Gallen-Kallela
240fd3cf-3968-4ff8-987c-d4529ddc5971,person,Louis Duveau
24319771-541d-4674-a0fb-217a21436e8b,person,Jacob van Ruisdael
24349039-6409-43dc-98c9-5b161445521e,person,Horace Vernet
24cb4db2-c53a-4f3f-89d3-f72109a68113,john stubbs,John Wesley Jarvis
24f5e889-f88c-4c65-86d7-f87872887449,john wilson,Thomas Sully
253602e7-0b70-4766-9e33-a34658e200a5,person,Anthony van Dyck
2544cb9b-2bd6-4326-9320-b88fde6ed891,person,Léon Germain Pelouse
25580901-e671-4576-8a0a-99d6896f53b7,person,Camille Pissarro
25a2684d-5da5-4c0d-931d-1c15d06b36d0,person,Pierre Auguste Cot
25f2b3b9-16e6-46d5-98c8-ca56b817988a,person,Edmund Leighton
25fb93b8-fcf4-4eb3-9283-cb31d1561053,person,Pier Francesco Mola
26318b63-ab70-4539-ab68-44ef26afd414,person,Albrecht Dürer
26650758-4263-4d23-9fdd-87ec2de882cd,person,August Allebé
2670390d-1113-4538-9a93-244631f76554,person,Jacques-Louis David
2674b2e3-4225-4814-88a8-e63e80fd7f5c,person,Wassily Kandinsky
269b606e-6a11-424a-9835-5613e4eddfd3,person,Abraham Mignon
26d5424e-64fa-4537-9d6a-076cfd3cd127,person,Isaac Master
26dcd651-183f-4490-9e14-58eab6252d1c,person,Henri Rousseau
27067e9a-2f3e-404c-ad33-9f88b07c1d41,person,Ludwig Schongauer
2708accf-8778-4aad-ab80-59effd2530b0,john scott,Lawrence Sully
2730fb58-9ef3-4153-a480-130fe6ba07d2,person,El Greco
27f705da-0f7e-43d5-8404-3b903d56244f,person,Christoffer Wilhelm Eckersberg
280934d9-3d25-4d55-b854-e99644e7fc34,person,Jonathan Richardson
284d5232-6d05-4f66-8f27-3a41445151dc,person,Giovanni Battista Tiepolo
28863d9a-0f58-4231-98c5-ce82c76ea497,person,Jan de Bray
28a6ac26-a4dd-48bc-b120-38f2d2b4cc14,person,Caravaggio
28a9b4d3-6803-4833-bcf0-7eaeab416419,person,Gilbert Stuart
28fbabbd-22e2-42e2-aa57-0cafc6039495,person,Giotto
2919178e-9b9c-4d38-b05f-52ded9b73ec6,person,Fra Angelico
2957e66d-060c-4450-be30-33cb30536979,person,John Francis Murphy
2994a190-b190-4815-aab9-3ee594fa79aa,person,Miguel Alcañiz the Elder
299deaa8-9a3d-4628-8a9f-7b06bb410bef,person,Albert Bierstadt
29ecad1e-fe12-483b-8660-47d47eb97ca9,person,Leonardo da Vinci
29f37335-f62a-4ac7-bfe0-9a382ae16ea2,person,Jean-Léon Gérôme
29fc2008-fd48-4a02-b2d4-825e1768e0b9,françois-jules gauguin,Pierre-Narcisse Guérin
2a0afa3b-d1a5-4510-88b5-471917d5d5b0,john adams,James McDougal Hart
2a0d50f4-7c44-4cd4-bfac-929ecb824e37,person,Augusta Åkerlöf
2a3d7afd-7a75-44a9-8d48-3a93c9d8f4ec,Unknown,Per Krafft the Younger
2a4c7b37-95dd-4bfe-814b-816db77e3ff5,person,Joshua Reynolds
2a7bbe86-0094-49cd-8382-9104c153b0a4,person,Abraham van Beijeren
2a86f847-95ea-4d9f-b852-b4272290e40d,person,Goodhart Master
2aeb6877-a077-4f65-bd39-fe4c31424459,person,William Owen
2b002c28-dad7-4c1c-883e-0f05313ebed4,person,"Ludolf Bakhuizen, Bartholomeus van der Helst"
2b16f280-6977-4736-b4f8-c172bd4c5327,person,Frans Floris
2b761758-fcfd-4905-a6bf-9987105d944f,person,Bernardino da Genoa
2b847e52-fe84-4a89-b839-ed4b71f2c09a,person,Claude Monet
2bc2c6a9-a01e-4552-bd63-b5a64ecb7966,person,Cornelis Saftleven
2bff5c63-a395-444e-aaf2-0f963c96d582,person,Arkhip Kuindzhi
2c141e48-2fc7-4864-b4ff-fcb7fde6fd40,person,Jan ten Compe
2c26cb77-de7d-49d8-b99a-aa5c77d261e7,person,Lucas Cranach the Elder
2c377267-c98b-4023-8a95-4def8d0e5ea3,person,Vincent van Gogh
2c41f457-f89e-40d6-be19-1bda57d41cda,person,Cornelius Janson van Ceulen the Younger
2ca6ce7d-c88d-415a-bc12-0a1cc5e3a53e,john henry stubbs,Jan Abrahamsz Beerstraaten
2d256c89-8d96-4399-9ba1-7a37db909757,person,Claude Monet
2d4d4ac8-d46f-4e14-91f7-b531feafe206,person,Anders Zorn
2d56b03b-ab0b-4c75-8d2d-0de7a2857f35,person,Giovanni Domenico Tiepolo
2dc44774-13c8-400f-b0d1-d3af85fc5d4e,person,Giovanni Bellini
2dc84b7b-49f9-4970-ba0a-5fc7945952b1,person,Pieter Brueghel the Elder
2dd0c08a-2cd6-4161-8c27-b1ed72fd55d1,person,Frederic Edwin Church
2de55a5e-0399-404b-a996-4159d0c6fbfb,person,Nicolas de Largillière
2e801cb3-6fac-46f4-818e-8856c30b891e,person,Albert Marquet
2ea8bc0a-3950-4772-a96f-7401d4e48641,person,Vincent van Gogh
2ec60e74-fd91-4462-abcc-f2d1178a1069,person,Honoré Daumier
2ef4c54f-297b-4582-a089-462458d37174,person,Hendrick Avercamp
2f0e7913-a1d2-4e33-b471-483650bbde0f,person,Peder Severin Krøyer
2f1f7a4f-a5b8-4bc9-b8ec-da29409f0311,person,Anthony van Dyck
2f2738ae-0ae7-4645-8006-37352b156218,person,Lawrence W. Ladd
2f48a625-7b63-47da-b49e-992ddeecee0f,person,Antonio da Correggio
2f6f4adc-1fcd-4cd9-af95-89e23d599b03,person,Lorenzo Monaco
2fb5d7c6-70b3-483c-b02a-62c51475bee3,person,Vittore Carpaccio
2fbb9e06-e507-441d-acb5-a68ee68d8932,person,Edvard Munch
2fdb8df2-40c3-47a4-9a1d-bc41529d4043,Unknown,Jean-Baptiste Camille Corot
3001c551-0982-4782-a430-e4cc54148d5e,person,Vincent van Gogh
302b091a-c814-49b7-a9de-acfa4f19a01d,person,Jacob Maris
306c8dfd-2d52-4e51-bff0-5994c37903cc,person,Titian
3084bdda-2c38-42f4-b228-a381fc3184eb,person,Nicolas Poussin
30b93f3e-138d-4f1a-b6d3-e5700ee9661f,person,Spinello Aretino
3113dabb-9a58-417f-92fd-bcba5bdb9477,person,Master of Eggenburg
3192d633-3a97-4226-8b4e-b634898ded6b,person,Thaddeus Welch
31a0db07-a791-4cee-a085-770f8255bde7,person,Bernardo Bellotto
31c26a00-47ee-4b2c-9929-f4c5e557e845,person,Robert Seldon Duncanson
320710ed-6242-4dad-9a34-1f19f5d1ec87,person,William Hoare
32239f4b-32aa-4b0e-8629-4ca8903c5fa2,person,Jean-Baptiste Camille Corot
32258c77-5287-437d-93ca-6ae53a068f79,person,El Greco
32e0e64d-238a-48f2-9457-c3967ddf2608,person,Arnold Böcklin
32fb757c-cbd3-4638-ade6-fc1634257798,person,Francisco Goya
33078f4d-86a8-4b53-a8cf-cfbf35cd1d8a,person,Lorenzo Costa
330a5e10-d213-41fc-baef-29d288e7bf8e,person,Frans van Mieris the Elder
33647ada-2e48-4c2e-9e61-882560c86209,person,Giovanni Battista Cima da Conegliano
336586db-73b0-42d4-8570-1b1958632110,person,José Frappa
33978210-dd89-45d2-84e8-5d732326b7bb,person,Edward Burne-Jones
33d90da7-9713-42bf-8627-dd9fefb55946,person,Pieter Bout
34060d15-fa1f-429a-9a62-3e5ddfcaab07,edvard eisen,Edvard Munch
34081628-738d-4eca-bcac-9fe69a2ce788,person,Giulio Cesare Procaccini
34218040-6d2e-41eb-a0af-6618069822aa,person,Jules Lefebvre
34454c6e-e350-457a-a90e-19f0401b1252,person,Frans Hals
347f71a5-ade7-4fef-9e18-975707f85fd0,person,Charles Van Beveren
3486bd9e-0b49-45fc-ab79-e654e1474c8b,person,Quinten Metsys
348ae08f-5e95-4b7c-9e70-510a8970afc6,person,Jean-Baptiste Camille Corot
34f26331-0431-487b-b893-20bdacd3d1e9,person,Justus van Gent
34fa2444-eae9-4ce1-a329-996c3103bcbb,person,Claude Monet
3511e680-8e50-48e8-ae59-33fccd7bca1b,person,Edvard Munch
352520fa-afd8-49dc-9e30-da144bf59927,person,Alfred Sisley
354f79db-73e7-42ce-be8d-3bb931089dae,person,Rembrandt
35830957-bbbf-4a97-9434-d1b30f68a3ff,person,Henry Siddons Mowbray
359fadc2-8a91-4f60-a7f0-5b32639d4a7f,person,Antonio da Correggio
35aa9929-518e-40e1-afed-d7513f020b2e,person,Caspar Netscher
35b8cc1f-a0dc-4514-94cd-9cea6fc4d211,person,Akseli Gallen-Kallela
3644ec0a-3570-4623-a299-c7fa1a88a08b,person,Francisco Goya
3686d05d-0665-42f8-a166-3ddaaf38704f,person,George Bellows
36a4e90a-daa2-4a7e-b43a-7cc3baa47316,person,Peter Paul Rubens
36bd2d47-70ca-41b8-a22d-68b4a413504d,person,Cornelis Troost
36dce485-1e38-46bd-be3c-1780d19b7e80,person,Niccolò di Liberatore
36ded2e0-c496-4a38-86b6-c33cb0748667,person,Peter Paul Rubens
3737740d-4e06-4783-bec5-fd6dc3a2b928,person,Juan Bautista Maíno
3743691d-99b9-4a15-be82-c6ad364118df,person,Johannes Bosboom
3761f4c4-f353-47f5-b57a-eccecf221b08,john wilkes edwards,William Matthew Prior
37ccb4ca-bce8-479f-bebe-77fc44ba077f,person,Winslow Homer
37df4579-66cb-4a4c-b04d-6201246ad358,person,Simon Vouet
38840e85-179c-45bd-b14a-e08d1121e8a8,person,Anthonie Leemans
388c16c1-c7b0-45e4-ae3a-43d4e79a77f1,john johnson,Anders Eklund
3893021d-5d68-423b-9bfa-0ff4b7bfab0e,person,Félix Vallotton
38b3d69e-fec7-40d7-b8eb-4cc0f9fa6752,person,Giovanni Bellini
38fdcaf8-e975-408d-bdab-634fabc185bb,person,Claude Monet
395f9ae6-cb37-42fb-b2c1-d9647df9f926,person,Abraham van Beijeren
39dd6067-86a1-46e5-956d-3b30c19953d9,person,Francisco de Zurbarán
3a532916-f450-4df2-a7f2-a61610e28c09,john henry scott,Jan Baptist Huysmans
3a59f7c1-695b-45d2-9724-f0ac90cb6d31,person,Anton Raphael Mengs
3a972407-11dd-4413-bfcb-d3107c8bc589,person,Luis Juárez
3abd2078-4574-4bd6-a2d8-759deb805805,person,Ferdinand Georg Waldmüller
3accb633-72c0-4034-b9ba-0b68a9b683bf,person,John William Godward
3adbce9a-bd73-489a-a0c6-1c6453b392bd,person,Amedeo Modigliani
3aecbf59-4f0c-42ae-b0b1-3748b682a521,person,Pierre-Auguste Renoir
3afdc0fa-9353-4a2d-92e2-f9d436f1d3ec,henry mcdonald,Albert Edelfelt
3b099fce-2e50-4ca1-8e9b-cc513ad3c0bc,person,Johann Valentin Tischbein
3b245d99-eea9-4c97-abdf-9fbbd3dfcca8,person,Dirck van Santvoort
3b2beddb-b585-42a3-b622-d6da8980d885,person,Nicolaes Eliaszoon Pickenoy
3b519f10-d219-46f0-b2af-0e657e877ad3,person,Paolo Veronese
3b649ed7-308e-40f0-b299-965dab454331,person,Corneille de Lyon
3baf8941-9055-485b-bb20-40b0a6585f25,person,Philips Wouwerman
3bb598a4-b493-4d76-bd79-5692a06dd2d5,person,Jacob Jordaens
