image_id,pred,gt
1735fb9c-5707-46ab-9700-47a29f1f31a2,street scene,cityscape
1744fe41-e4b2-4a25-9261-5aabd4eb3d06,flower,still life
17556df7-8604-4f3a-b046-409b1288862e,painting,religious art
179c1176-52b8-4131-bdf7-cb27059dd137,portrait,portrait
17a3b04e-c20b-46f3-938e-e5f18ce94b1b,painting,"portrait, religious art"
17bbd4a0-eb5f-4c49-b0e2-8922c5bbefda,portrait,portrait
17eac1eb-787a-48c3-abf0-8b0d7941d889,portrait,mythological painting
182bb073-6895-4619-9642-cddc5f1e5cc8,aphrodisiac,mythological painting
184802b1-2c6e-4fa4-a025-37c88f9ebd40,portrait,portrait
1896ef6a-827c-40d1-8e40-7c5f0289304c,portrait,portrait
18a6e1cc-333c-49bd-9a15-87036bf21c40,landscape,landscape painting
18b24634-0776-4c86-9d2f-b42f59581856,painting,religious art
18ddd29e-5992-4961-b747-3178b0fca044,landscape,landscape painting
18dfae3b-b897-4edb-bbd1-89625205a7c5,portrait,portrait
192353b7-6c56-4e6b-aaeb-302a052ff78e,adoration,religious art
19528183-894a-4421-b255-560783065071,realism,vanitas
1953f734-6405-49e9-bb5f-d995a5797ba8,interior,church interior
19815b86-8f57-425a-b846-57f5cbb67a80,portrait,portrait
19b32ae9-b34f-4336-9c26-8867bfd98d24,jockeys,genre art
19ba1f81-b547-4d86-b6ee-6d417d685ba5,nude,mythological painting
19bfb8cf-09c8-475c-8018-0dac525bb3aa,nude,nude
19d510d8-4175-4f51-a867-7a48f561bbad,landscape,landscape painting
19f1925f-9f6d-4037-bfbe-5b6eb58246ab,landscape,landscape painting
19fd9370-2742-438e-9b33-f96461faf5c6,person,religious art
1a17b45b-0bd2-4c0c-913b-0c49119b10f7,portrait,portrait
1a369f72-b8ec-45eb-bc73-57ef73e9ee4f,landscape,landscape painting
1a7979a1-53a0-4918-bed9-bb508582c42b,painting,history painting
1abdb1eb-3acf-4fad-8257-3a7f4c1b4223,portrait,portrait
1ae072ec-9a5e-4811-a166-effd27064dd2,painting,religious art
1ae0a329-1b90-4f44-b459-06c2efefd082,portrait,portrait
1b1e4a95-165f-44ab-9e37-3c3b29af5c72,ducks,animal art
1b99e9f3-e507-4f7f-b7be-ef375a349594,painting,religious art
1baf2d84-3cf2-466a-b8d9-893ad35bb22f,painting,"history painting, mythological painting"
1c0eeaea-86bd-4cb0-ac04-3c1fa97ce276,painting,religious art
1c26f47f-44a2-4662-96b6-07bd1f7cbc28,still life,still life
1c4f5f9e-14ce-445c-8b3b-2f0ead0c7c09,painting,religious art
1cb00e5e-5ccd-4c25-9d78-618862feef06,painting,religious art
1ce17322-da97-49f2-9b37-ecd34bf1777b,portrait,portrait
1cf4f00d-79be-4019-895e-607d8d40ab39,figurative,still life
1cf79aab-ec32-4506-bba2-4ef626fe30cf,portrait,portrait
1cfab3b3-85ff-4618-9bc1-a63097ba851c,portrait,portrait
1d140472-94d5-42a6-80e8-0ac3c4ab5689,painting,religious art
1d178d50-c65d-4f09-9444-9a18b4c72c63,landscape,"landscape painting, Veduta"
1d597032-ecef-46f3-a621-92123d5be525,portrait,genre art
1d66171c-6752-4085-9cfc-fa11838c5c3e,person,"nude, mythological painting"
1d73f4d0-d4dd-4fd2-b9b6-ebd943a69e7d,portrait,portrait
1d85f443-a18f-44e7-85e5-4a34e808085d,painting,mythological painting
1dc0b166-dd6c-45fd-a928-8e2bf7904ed1,portrait,portrait
1dccea14-5997-44d9-b0c8-e4d1087c82cc,landscape,landscape painting
1e033415-2505-4ca3-97bd-9d01b3872c86,portrait,portrait
1e294ddb-58d4-46a6-a868-6b39e0c002fc,portrait,"portrait, self-portrait"
1e2a2010-1811-40a0-ad5b-31ad925ad2b0,portrait,portrait
1e712505-fa9f-4f64-b158-b0754b108c09,portrait,"portrait, genre art"
1eb57da3-f11d-445a-b47c-432a0fce0ddd,portrait,self-portrait
1eb80c06-96b8-44be-8828-a0055706db09,portrait,interior view
1ed3b12c-1931-4f9d-b2fb-d47066b28fed,portrait,portrait
1ed9b89d-c13f-45ac-b084-7fa8b8688257,painting,religious art
1f031393-62c4-4393-b6ee-ebd5bb649f97,portrait,trompe-lœil
1f0b251b-e708-4b95-bad8-1d7851804935,painting,"history painting, religious art"
1f2c8be8-474d-4c4f-ab20-511141af4629,portrait,portrait
1f50da53-8752-4c33-952e-1cb9f5350f98,painting,architectural view
1fd90bdb-7e20-4e5b-a302-24005af0a021,portrait,portrait
1feff28e-5d58-45f6-8391-5f08a29dbd34,street scene,cityscape
2020308b-1c5f-4e87-9be3-be83afee7610,portrait,portrait
2032e4a5-97d4-455e-83e2-8ca026cd7849,still life,still life
2063f7b4-c413-4729-b1b0-10f14ad4c5da,landscape,landscape painting
206793bf-6bb1-425f-a198-45f78c84a344,portrait,genre art
212e9d94-61be-4a48-bc64-83f0ecdf0221,landscape,landscape painting
2172d2cd-d72f-4cfc-af7f-66ac1719bb20,portrait,portrait
217cd8ca-72f4-4ba4-b3aa-a33aa3681002,portrait,portrait
21a0ed1b-b170-48fb-b0d9-e836276a264a,flowers,still life
21a81de4-ce7c-4b03-9762-cca3368397e6,painting,landscape painting
21c9fb9b-e3f4-4fed-a21b-994135465f8e,portrait,portrait
21dec38b-a597-4e22-b45c-5eea07fbe84f,portrait,portrait
21ea1733-fc36-4503-8dc2-241ef796f752,seascape,marine art
21f076aa-b097-4102-b88e-a4288dfbbfe0,painting,religious art
2223f9dc-099f-4b44-89e6-4f7d1de530bc,painting,"religious art, nude, genre art"
22296850-7e57-44ae-8ee9-201fbb105186,landscape,landscape painting
2244f73f-9831-4c6f-8c5b-b7625f7210c2,angel,allegory
225964b1-2000-4b3b-9c3d-fcdafe4541d0,portrait,"history painting, religious art"
228cb90a-3331-4cb6-a588-1856694b80e0,landscape,landscape painting
22988e85-162a-4074-95df-080027275f6a,landscape,genre art
22b968c3-6bea-4dd5-b891-576ea896a46d,landscape,landscape painting
22c93672-aa4b-4a03-a57d-753b602a0b1f,portrait,portrait
23110ab2-e1f1-4d8a-8957-55347c7957d8,portrait,portrait
233febeb-8104-43a1-932d-5bf89a4479b1,grand canal,Veduta
236b430c-05e7-494c-a246-93c972cc637a,landscape,landscape painting
23a463d2-4ec4-4c91-9a95-bc13999c8ffc,adoration,religious art
23a4bc09-ec2e-4292-8db8-d79636701177,nude,"nude, genre art"
23e726be-fbe4-4f11-8282-7d258a688b0c,portrait,"portrait, religious art"
23e86c23-2599-49ff-8979-26a8d6563c6f,landscape,landscape painting
240fd3cf-3968-4ff8-987c-d4529ddc5971,portrait,history painting
24319771-541d-4674-a0fb-217a21436e8b,landscape,landscape painting
24349039-6409-43dc-98c9-5b161445521e,portrait,portrait
24cb4db2-c53a-4f3f-89d3-f72109a68113,portrait,portrait
24f5e889-f88c-4c65-86d7-f87872887449,portrait,portrait
253602e7-0b70-4766-9e33-a34658e200a5,portrait,self-portrait
2544cb9b-2bd6-4326-9320-b88fde6ed891,landscape,landscape painting
25580901-e671-4576-8a0a-99d6896f53b7,landscape,landscape painting
25a2684d-5da5-4c0d-931d-1c15d06b36d0,person,genre art
25f2b3b9-16e6-46d5-98c8-ca56b817988a,painting,genre art
25fb93b8-fcf4-4eb3-9283-cb31d1561053,painting,religious art
26318b63-ab70-4539-ab68-44ef26afd414,painting,religious art
26650758-4263-4d23-9fdd-87ec2de882cd,portrait,portrait
2670390d-1113-4538-9a93-244631f76554,portrait,portrait
2674b2e3-4225-4814-88a8-e63e80fd7f5c,landscape,landscape painting
269b606e-6a11-424a-9835-5613e4eddfd3,still life,floral painting
26d5424e-64fa-4537-9d6a-076cfd3cd127,landscape,religious art
26dcd651-183f-4490-9e14-58eab6252d1c,landscape,cityscape
27067e9a-2f3e-404c-ad33-9f88b07c1d41,person,religious art
2708accf-8778-4aad-ab80-59effd2530b0,portrait,miniature
2730fb58-9ef3-4153-a480-130fe6ba07d2,painting,religious art
27f705da-0f7e-43d5-8404-3b903d56244f,romanesque,architectural painting
280934d9-3d25-4d55-b854-e99644e7fc34,portrait,portrait
284d5232-6d05-4f66-8f27-3a41445151dc,painting,religious art
28863d9a-0f58-4231-98c5-ce82c76ea497,painting,mythological painting
28a6ac26-a4dd-48bc-b120-38f2d2b4cc14,painting,religious art
28a9b4d3-6803-4833-bcf0-7eaeab416419,portrait,portrait
28fbabbd-22e2-42e2-aa57-0cafc6039495,renaissance,religious art
2919178e-9b9c-4d38-b05f-52ded9b73ec6,painting,religious art
2957e66d-060c-4450-be30-33cb30536979,landscape,landscape painting
2994a190-b190-4815-aab9-3ee594fa79aa,religious,religious art
299deaa8-9a3d-4628-8a9f-7b06bb410bef,landscape,landscape painting
29ecad1e-fe12-483b-8660-47d47eb97ca9,painting,religious art
29f37335-f62a-4ac7-bfe0-9a382ae16ea2,painting,portrait
29fc2008-fd48-4a02-b2d4-825e1768e0b9,painting,mythological painting
2a0afa3b-d1a5-4510-88b5-471917d5d5b0,landscape,"landscape painting, animal art"
2a0d50f4-7c44-4cd4-bfac-929ecb824e37,portrait,portrait
2a3d7afd-7a75-44a9-8d48-3a93c9d8f4ec,portrait,portrait
2a4c7b37-95dd-4bfe-814b-816db77e3ff5,portrait,portrait
2a7bbe86-0094-49cd-8382-9104c153b0a4,still life,"still life, self-portrait"
2a86f847-95ea-4d9f-b852-b4272290e40d,portrait,religious art
2aeb6877-a077-4f65-bd39-fe4c31424459,portrait,portrait
2b002c28-dad7-4c1c-883e-0f05313ebed4,portrait,portrait
2b16f280-6977-4736-b4f8-c172bd4c5327,painting,allegory
2b761758-fcfd-4905-a6bf-9987105d944f,person,religious art
2b847e52-fe84-4a89-b839-ed4b71f2c09a,seascape,"landscape painting, marine art"
2bc2c6a9-a01e-4552-bd63-b5a64ecb7966,portrait,allegory
2bff5c63-a395-444e-aaf2-0f963c96d582,landscape,landscape painting
2c141e48-2fc7-4864-b4ff-fcb7fde6fd40,painting,landscape painting
2c26cb77-de7d-49d8-b99a-aa5c77d261e7,portrait,portrait
2c377267-c98b-4023-8a95-4def8d0e5ea3,landscape,landscape painting
2c41f457-f89e-40d6-be19-1bda57d41cda,portrait,portrait
2ca6ce7d-c88d-415a-bc12-0a1cc5e3a53e,painting,landscape painting
2d256c89-8d96-4399-9ba1-7a37db909757,seascape,landscape painting
2d4d4ac8-d46f-4e14-91f7-b531feafe206,portrait,portrait
2d56b03b-ab0b-4c75-8d2d-0de7a2857f35,painting,religious art
2dc44774-13c8-400f-b0d1-d3af85fc5d4e,portrait,religious art
2dc84b7b-49f9-4970-ba0a-5fc7945952b1,the crucifixion of person'',religious art
2dd0c08a-2cd6-4161-8c27-b1ed72fd55d1,landscape,"landscape painting, architectural view"
2de55a5e-0399-404b-a996-4159d0c6fbfb,portrait,portrait
2e801cb3-6fac-46f4-818e-8856c30b891e,portrait,portrait
2ea8bc0a-3950-4772-a96f-7401d4e48641,landscape,landscape painting
2ec60e74-fd91-4462-abcc-f2d1178a1069,painting,genre art
2ef4c54f-297b-4582-a089-462458d37174,painting,"landscape painting, genre art"
2f0e7913-a1d2-4e33-b471-483650bbde0f,portrait,portrait
2f1f7a4f-a5b8-4bc9-b8ec-da29409f0311,portrait,self-portrait
2f2738ae-0ae7-4645-8006-37352b156218,painting,religious art
2f48a625-7b63-47da-b49e-992ddeecee0f,person,religious art
2f6f4adc-1fcd-4cd9-af95-89e23d599b03,painting,religious art
2fb5d7c6-70b3-483c-b02a-62c51475bee3,painting,religious art
2fbb9e06-e507-441d-acb5-a68ee68d8932,portrait,portrait
2fdb8df2-40c3-47a4-9a1d-bc41529d4043,landscape,landscape painting
3001c551-0982-4782-a430-e4cc54148d5e,painting,genre art
302b091a-c814-49b7-a9de-acfa4f19a01d,painting,"marine art, cityscape"
306c8dfd-2d52-4e51-bff0-5994c37903cc,portrait,portrait
3084bdda-2c38-42f4-b228-a381fc3184eb,painting,religious art
30b93f3e-138d-4f1a-b6d3-e5700ee9661f,resurrection,religious art
3113dabb-9a58-417f-92fd-bcba5bdb9477,painting,religious art
3192d633-3a97-4226-8b4e-b634898ded6b,landscape,landscape painting
31a0db07-a791-4cee-a085-770f8255bde7,arch,capriccio
31c26a00-47ee-4b2c-9929-f4c5e557e845,landscape,landscape painting
320710ed-6242-4dad-9a34-1f19f5d1ec87,portrait,portrait
32239f4b-32aa-4b0e-8629-4ca8903c5fa2,painting,mythological painting
32258c77-5287-437d-93ca-6ae53a068f79,person,religious art
32e0e64d-238a-48f2-9457-c3967ddf2608,"fantasy, fantasy art",mythological painting
32fb757c-cbd3-4638-ade6-fc1634257798,portrait,portrait
33078f4d-86a8-4b53-a8cf-cfbf35cd1d8a,painting,religious art
330a5e10-d213-41fc-baef-29d288e7bf8e,portrait,portrait
33647ada-2e48-4c2e-9e61-882560c86209,painting,religious art
336586db-73b0-42d4-8570-1b1958632110,painting,history painting
33978210-dd89-45d2-84e8-5d732326b7bb,person,"nude, mythological painting"
33d90da7-9713-42bf-8627-dd9fefb55946,landscape,landscape painting
34060d15-fa1f-429a-9a62-3e5ddfcaab07,landscape,landscape painting
34081628-738d-4eca-bcac-9fe69a2ce788,painting,religious art
34218040-6d2e-41eb-a0af-6618069822aa,portrait,portrait
34454c6e-e350-457a-a90e-19f0401b1252,portrait,tronie
347f71a5-ade7-4fef-9e18-975707f85fd0,portrait,genre art
3486bd9e-0b49-45fc-ab79-e654e1474c8b,painting,religious art
348ae08f-5e95-4b7c-9e70-510a8970afc6,portrait,portrait
34f26331-0431-487b-b893-20bdacd3d1e9,painting,religious art
34fa2444-eae9-4ce1-a329-996c3103bcbb,landscape,landscape painting
3511e680-8e50-48e8-ae59-33fccd7bca1b,portrait,portrait
352520fa-afd8-49dc-9e30-da144bf59927,landscape,landscape painting
354f79db-73e7-42ce-be8d-3bb931089dae,portrait,self-portrait
35830957-bbbf-4a97-9434-d1b30f68a3ff,nativity,religious art
359fadc2-8a91-4f60-a7f0-5b32639d4a7f,painting,religious art
35aa9929-518e-40e1-afed-d7513f020b2e,portrait,portrait
35b8cc1f-a0dc-4514-94cd-9cea6fc4d211,mermaid,mythological painting
3644ec0a-3570-4623-a299-c7fa1a88a08b,figurative,genre art
3686d05d-0665-42f8-a166-3ddaaf38704f,portrait,portrait
36a4e90a-daa2-4a7e-b43a-7cc3baa47316,nude,"history painting, mythological painting"
36bd2d47-70ca-41b8-a22d-68b4a413504d,portrait,portrait
36dce485-1e38-46bd-be3c-1780d19b7e80,painting,religious art
36ded2e0-c496-4a38-86b6-c33cb0748667,portrait,portrait
3737740d-4e06-4783-bec5-fd6dc3a2b928,painting,religious art
3743691d-99b9-4a15-be82-c6ad364118df,interior,church interior
3761f4c4-f353-47f5-b57a-eccecf221b08,portrait,portrait
37ccb4ca-bce8-479f-bebe-77fc44ba077f,painting,genre art
37df4579-66cb-4a4c-b04d-6201246ad358,portrait,mythological painting
38840e85-179c-45bd-b14a-e08d1121e8a8,figurative,still life
388c16c1-c7b0-45e4-ae3a-43d4e79a77f1,portrait,portrait
3893021d-5d68-423b-9bfa-0ff4b7bfab0e,portrait,portrait
38b3d69e-fec7-40d7-b8eb-4cc0f9fa6752,portrait,religious art
38fdcaf8-e975-408d-bdab-634fabc185bb,landscape,landscape painting
395f9ae6-cb37-42fb-b2c1-d9647df9f926,still life,still life
39dd6067-86a1-46e5-956d-3b30c19953d9,painting,religious art
3a532916-f450-4df2-a7f2-a61610e28c09,landscape,landscape painting
3a59f7c1-695b-45d2-9724-f0ac90cb6d31,portrait,portrait
3a972407-11dd-4413-bfcb-d3107c8bc589,person,religious art
3abd2078-4574-4bd6-a2d8-759deb805805,portrait,portrait
3accb633-72c0-4034-b9ba-0b68a9b683bf,portrait,"genre art, mythological painting"
3adbce9a-bd73-489a-a0c6-1c6453b392bd,portrait,portrait
3aecbf59-4f0c-42ae-b0b1-3748b682a521,portrait,"genre art, family portrait"
3afdc0fa-9353-4a2d-92e2-f9d436f1d3ec,beach,landscape painting
3b099fce-2e50-4ca1-8e9b-cc513ad3c0bc,portrait,portrait
3b245d99-eea9-4c97-abdf-9fbbd3dfcca8,portrait,portrait
3b2beddb-b585-42a3-b622-d6da8980d885,portrait,portrait
3b519f10-d219-46f0-b2af-0e657e877ad3,painting,religious art
3b649ed7-308e-40f0-b299-965dab454331,portrait,portrait
3baf8941-9055-485b-bb20-40b0a6585f25,painting,genre art
3bb598a4-b493-4d76-bd79-5692a06dd2d5,painting,religious art
3bd0ea6c-96d6-40fb-a245-5227feac5b72,horse race,"genre art, animal art"
3c0dc42c-1db6-4896-a0a3-9f53fd809081,painting,"nude, genre art"
3c18af7a-bd9b-4863-b09c-7bab14a9005e,portrait,portrait
3c7ce961-16b1-4253-980e-e6520ee4ce9e,abstract,history painting
3c7f5a9e-aa9f-4f1f-b466-6d7cb47f2f5c,archeology,architectural painting
3cd433f3-f6d4-4b19-aad3-21cdd11aeba6,person,religious art
3d9aecf9-252a-4aad-bb17-0e13058ccad4,portrait,portrait
3db262d9-1d8c-42fa-833c-e008f3a5d45c,iconography,religious art
3dd04c05-fbd5-492b-a4fe-201f3b6c4218,painting,mythological painting
3df7707d-490c-45fb-9104-b8ea87e91f65,portrait,portrait
3e03a5b3-06c5-4015-bdd8-0c2b1252e5bd,painting,religious art
3e07b043-5a1b-433a-9df2-507c14c9606c,painting,religious art
3e0f5d57-f39b-41dc-9cbb-7258547f81e6,painting,religious art
3e19bd02-4dd5-4e85-9060-0531d4fbcdda,portrait,portrait
3e3a010e-8f53-4768-b16c-d8ebf54a2a5d,portrait,genre art
3e4fc642-2d75-4e2d-b7b4-57bdce87658a,portrait,portrait
3e6ff4e1-6a10-473e-911c-7e6ceff02fb9,landscape,landscape painting
3ec5cb67-529e-4b0e-9bf4-63baf15e9033,painting,religious art
3f20f7bf-bca8-4848-a752-e696f12fb057,house,landscape painting
3f788d7a-85bf-4c77-aacb-39b4014533a0,portrait,genre art
3fd9a05b-b0ae-472d-ae47-d4f8f3a41ea2,portrait,portrait
3fda2e18-b470-4139-9c48-74e96b474d27,painting,architectural view
40183b94-a0b4-4871-a391-d5aa1842232a,portrait,portrait
405ca90f-3c2c-41d1-9f1d-36ba31b22b51,portrait,portrait
40626758-166e-458a-813f-4269517e314e,landscape,landscape painting
40a97aaf-98c0-4f58-9b8e-a3b7d29660ba,landscape,landscape painting
40ca375b-38a4-4df7-b59f-0823258e73e5,painting,mythological painting
40f8ce88-c40b-4418-a68c-e4ea619f99f4,battle,battle painting
41928b60-edaf-4cbd-a47f-c467087afb2c,landscape,landscape painting
41b77341-dcfa-4aae-9b0d-272f1128a044,painting,figure painting
41fe6ac2-48be-4568-9c88-9035bc5c50df,nude,portrait
421b7cc1-6652-465b-86a0-13d5f1ccc05a,portrait,portrait
427649e6-7257-471d-8d10-0e1f5560e355,portrait,portrait
42c55f4d-236f-4fed-ad4d-fe318db24251,landscape,landscape painting
431c9c9e-a1f9-45a9-bc88-dbafa9577513,flower painting,still life
43686750-45fe-4094-a602-67be11ec264c,landscape,landscape painting
4368f1f8-7e5e-40d4-8add-1391c7415730,portrait,portrait
43ade17d-bf1a-4a9c-a855-26e6eab8ecb5,religious,religious art
