image_id,pred,gt
0a5174b9-8e93-41cb-bc25-ecabeffd0172,a man with a beard and a dog,Bartolomeo Panciatichi
0a711351-523c-43fb-8500-2fb90d67a7b8,"person, horse",horse
0b113e9d-df4c-449f-a3b6-efb36afbe44e,"a boat in the water, a castle, and a person","island, corpse, sky, barque, cloud, evening, sunset, shroud, Cupressus, oar, cove, Charon"
0b536421-78b6-451f-83f4-33db83ff44f0,"person, portraits of men, portraits of women, portrait painting, portraits, portrait, portraits of people",Jakob Muffel
0b7e09fb-a996-4453-af21-7d0c1302850b,"cliffs, water, and a beach","Gotland, Visby"
0b98c628-53f0-48ed-a076-e923bb061e7e,person,William III of England
0c07cad0-613e-40d6-8dde-8f898c955fc3,a man in a red coat and a hat,"man, Charles VII of France"
0c305ede-a3d4-4476-955f-d9d65a60f71a,woman in black standing by a river,"landscape painting, woman, tree"
0c32abe9-cf61-4269-acad-eee1baed4d9a,"person, portrait, portraits","art of painting, man, hat, painter, musician, Paul Gauguin, Manaò tupapaú"
0c5eff9c-f93c-49fe-8f9a-25ed429a42f9,"the baptism of jesus, and a woman, angels","Jesus Christ, John the Baptist"
0c864c40-b020-4c70-abf1-73c15fae7289,person,"man, musician"
0cdcf3bc-c974-4bce-88a8-1827fe4e97f3,person,"horse, Maurice of Nassau, Frederick Henry of Orange-Nassau"
0cff61d6-b9ac-4f18-8b86-cd8caedf4aa0,men in uniforms,"Dutch Civic Guard, Nicolaes van Bambeeck"
0d5919e7-b989-4847-90a7-4d1be926daa6,a bearded man with a beard,man
0d7123fe-04f4-4a30-83b5-7c9c176d1f64,"people, and a marketplace, horses","Jesus Christ, Ecce Homo"
0d83a087-8342-4d8d-849b-b9b44b97a533,women sitting in a room,"woman, sitting, chignon, dress, hat, hatmaking, chestnut hair, stool"
0e29d1af-7fb4-4a4a-80cd-8c6bbe5c2416,three men sitting at a table,"man, Peter Paul Rubens, gaze towards the viewer, Philip Rubens, bust, Seneca, Joannes Woverius, Justus Lipsius"
0e94788e-a9ae-4661-b338-833d9fba716f,a woman in a black dress,woman
0ec28538-6d2d-47ea-a31d-3789fd8521d8,"person, the virgin and child","woman, boy, Mary, Christ Child, Jerome, mother"
0f114442-5d96-42f8-afc0-6a65e5611969,sailboats on the water,"landscape, Seine, sailing ship, Argenteuil"
0f1e535e-69df-4446-a4ad-02da221e9088,a woman sitting on a chair,Eva Bonnier
0fb08a16-cff0-4381-9a4e-8d9edf01daa1,"the crucifixion of person, the crucifix","corpse, book, Catholic priest, altar server"
0feafd65-ae0c-41e3-9448-dcb0aaaaf522,"and a glass of wine, pomegranate, grapes","pomegranate, fruit, grape, wine glass"
0ff59d76-8939-42c7-9e3d-0d04d898bd3a,"person, portrait of a woman, portrait of a man, portrait of",man
10100024-d8c0-4f2a-b2f6-221e0eb5e9c7,"and a woman and her husband, a man and his wife, a woman and her children",Europa
105fec4c-8c29-4ee6-b8dd-1feeb1c6e3f0,a man working at a desk,"painting, vase, table, Thorvald Bindesbøll"
1081a62b-331c-4093-992b-4469dd41d110,a man with a beard,"man, beard, ruff"
10b621c5-656f-4236-9698-c3dd47e2b297,a nude woman and a naked man,"woman, man, sitting, broad-leaved tree, sky, cloud, dance, rural area, mons pubis, putto, herder, Western concert flute, nymph, herma"
10c024ae-f876-406b-8a78-a50d0a327e32,a man with a hat,Eastman Johnson
10f3a971-be43-4831-b1f1-95e48b38690c,fishermen on a cliff,"levee, Zeeburg dike, Watergraafsmeer, levee breach, St. Peters Flood"
116e50be-8e4b-4b52-a522-35b90897e0ec,"fruit, flowers, and a basket",flower
116fcf75-18fe-4d3c-ada7-caece8bf203d,a woman with a feathered headdress,"woman, 1795–1820 clothing"
1198c60f-2ea2-473c-9b30-687540790800,"a lake, and trees, mountains","Donner Lake, California"
11ff8107-7b32-4622-8cc6-b030d864b4a9,a woman in a black hat,"woman, hat, gaze towards the viewer, necklace, pearl"
12418643-c6a6-45ce-aa5d-e3738189abec,a man and a woman,"nymph, satyr, sexual assault"
127a6a83-8150-4b11-b9cb-e854ad471a9d,"and a person, icebergs, a boat",iceberg
127c910e-b898-42ed-a7b3-2c5cc1bc721b,a man in a suit and a dog,"man, Pablo Picasso"
12a9766f-63e5-40a3-835c-638552190143,person,"Medusa, Tadeusz Błotnicki"
12d3e6c3-2feb-4ee2-ad89-65155802fb9a,a rocky shore with a hill,mountain
12de9d3f-eb65-46d8-b128-16d7b11e3209,person,"John the Baptist, Francis of Assisi"
1302e2e5-699b-4d1d-be26-0b5bc656121f,a girl with flowers,"headscarf, sitting, girl, sky, shawl, rose, smile"
13077bde-bdf6-43ed-b712-a906de4e4532,"person, the virgin and child","John the Baptist, Madonna and Child, Saint Lucy, Francis of Assisi, Zenobius of Florence"
13146356-b47e-447c-bfb1-c80eecbcdd4e,a bearded man with a hat,"portrait, man, Worthington Whittredge"
133653da-65df-4fe2-b895-b3d4ea9f51d0,a priest and two men,"Martin of Tours, Donatus of Arezzo, beggar, Bernardino of Siena"
133e1c52-a444-43fa-9e22-e24d3d79bc41,a man in a red coat,man
135f3914-f802-4430-b192-46131d6c340c,a woman and a child,"portrait, woman, boy, mother, Consuelo Vanderbilt, Lord Ivor Spencer-Churchill"
1381f8a9-930b-4816-813a-9f510d1e8a15,"trees, and a fountain, a garden","tree, garden, statue, Park of Versailles"
13b2d742-92c1-4c7e-80ac-c7684719b0cc,person,"man, Saint Nicholas, saint"
13cfede9-784e-4bc5-a2b8-293c219029c7,person,Charles IV of Spain
141222a4-794b-4d9f-b1e3-40f8d0dcc506,man and dog,"dog, Heracles, Nautilus"
14284f83-794a-4ac9-95da-45db2a158296,"a woman on a horse, and a woman on a horse, a woman riding a horse","woman, broad-leaved tree, corpse, cloud, sword, horse, raven, torch, Salo Pute"
14c124bb-6e15-40eb-9339-fe8daf0eebdd,"person, portrait painting, portraits, portrait, portraits of people","portrait, man, White people"
1523ee7f-86d3-4187-b57c-345ffd022e47,a man in a hat,man
152f4326-4bd0-4948-9792-086e43ad67bf,person,Saint Peter
155c8e6c-eba2-49e2-bbc0-17abc5eaebd0,cows on a dirt road,"forest, cattle"
157c03f1-0297-49e5-bd4f-39b52fe35eda,two women in a field,"woman, landscape, dress, tree, sky, field, peasant, house, Brittany, rural area, apron, coif, Bretons"
1637682d-e46f-49d7-aafb-c7bb99db8c58,person,horse
164e7cd2-cbfb-4aaf-a177-07a0e83c68ca,person,George Catlin
169d4744-f1a8-4f4b-8169-a2026c119143,"person, the birth of a child","infant, Faustulus, Remus, herder, Canis lupus, Romulus"
16e95d28-cc48-45ce-9bc8-bc7ec4ced66b,a woman in a garden,Charley Toorop
1700579e-200c-4104-9596-96c0f0f1693c,"person, a man, and a dog",Samson
171e7c56-3f2e-40d3-bfd6-8fbe9215ac5b,person,"woman, waist-length hair, Mary Magdalene"
1735fb9c-5707-46ab-9700-47a29f1f31a2,people walking down the street,"street, boulevard Montmartre, France, parade, Mardi Gras"
1744fe41-e4b2-4a25-9261-5aabd4eb3d06,red flower in a pot,flower
17556df7-8604-4f3a-b046-409b1288862e,person,"woman, man, sitting, book, boy, Mary, Christ Child, crucifix, beard, John the Baptist, mother, barefoot, standing, Bartholomew the Apostle, hermit, platform, knife"
179c1176-52b8-4131-bdf7-cb27059dd137,a woman in a white dress,Theo Mann-Bouwmeester
17a3b04e-c20b-46f3-938e-e5f18ce94b1b,person,"shawl, sword, White people, Judith, turban"
17bbd4a0-eb5f-4c49-b0e2-8922c5bbefda,"person, portraits of men, portrait painting, portraits, portrait",man
17eac1eb-787a-48c3-abf0-8b0d7941d889,"a man and woman, and a man and woman","Apollo, Ceres"
182bb073-6895-4619-9642-cddc5f1e5cc8,a woman and a man,"woman, sitting, waist-length hair, chignon, tree, broad-leaved tree, sky, female breast, cloud, couple, Adonis, Venus, rural area, brown hair, toplessness, Aphrodite, areola, part, brown, nipple, eye contact, blond hair, trunk, hunting dog, spear, lovers embrace, dagger, collar, hug, parforce horn"
184802b1-2c6e-4fa4-a025-37c88f9ebd40,person,"woman, window, dress, chandelier, mirror, dog, hat, couple, bed, bedroom, standing, Bruges, coif, Giovanna Cenami, marriage"
1896ef6a-827c-40d1-8e40-7c5f0289304c,person,"portrait, man, John Gell"
18a6e1cc-333c-49bd-9a15-87036bf21c40,"a house in the snow, a woman and a child","landscape, winter, snow, house, Louveciennes"
18b24634-0776-4c86-9d2f-b42f59581856,"person, the virgin and child","Mary, Christ Child, Madonna and Child, Francis of Assisi, Catherine of Siena"
18ddd29e-5992-4961-b747-3178b0fca044,"trees, rocks, stormy sky","tree, house, cloud, lake"
18dfae3b-b897-4edb-bbd1-89625205a7c5,a man with a beard and white hair,Johannes Bosboom
192353b7-6c56-4e6b-aaeb-302a052ff78e,the adoration of jesus and the infant savior,Christ Child
19528183-894a-4421-b255-560783065071,"a violin, a skull, and a book","book, table, sheet music, violin, playing card, inkwell, quill, human skull, tablecloth, seal, hourglass, oil lamp"
1953f734-6405-49e9-bb5f-d995a5797ba8,people inside a church,"church building, human figure"
19815b86-8f57-425a-b846-57f5cbb67a80,"portraits of, person, portraits of men, portraits of women, portrait painting, portraits, portrait, portraits of people",Jacobus Scheltema
19b32ae9-b34f-4336-9c26-8867bfd98d24,"and a horse, a stormy sky, jockeys on horses",Epsom Derby
19ba1f81-b547-4d86-b6ee-6d417d685ba5,nudes and children,"Cupid, Venus"
19bfb8cf-09c8-475c-8018-0dac525bb3aa,a nude woman laying on a red rug,"smoke, woman, nudity, waist-length hair, chignon, fruit, carpet, blanket, drapery, wall, back, dimples of Venus, half reclining, buttocks, hip, bracelet, chestnut hair, waist, cushion, tray, odalisque, brasero"
19d510d8-4175-4f51-a867-7a48f561bbad,a mountain landscape with horses and a river,Yosemite Valley
19f1925f-9f6d-4037-bfbe-5b6eb58246ab,trees and water,"landscape, tree, Seine, Port-Villez"
19fd9370-2742-438e-9b33-f96461faf5c6,person,Moses
1a17b45b-0bd2-4c0c-913b-0c49119b10f7,a woman in a black dress sitting on a couch,"portrait, woman, interior, Yves Elisabeth Morisot"
1a369f72-b8ec-45eb-bc73-57ef73e9ee4f,"trees, fog, mountains",Giant Mountains
1a7979a1-53a0-4918-bed9-bb508582c42b,a woman holding her breasts,"woman, waist-length hair, dress, female breast, suicide, eyebrow, décolletage, shirt, toplessness, areola, nipple, earring, pearl, aspic viper, Cleopatra, snakebite, agony, nostril"
1abdb1eb-3acf-4fad-8257-3a7f4c1b4223,a woman in a fur coat,"woman, Veronika Heiss"
1ae072ec-9a5e-4811-a166-effd27064dd2,person,"Mary, John the Baptist, Christ, Child Saint John, Holy Family, dove"
1ae0a329-1b90-4f44-b459-06c2efefd082,a woman sitting on a couch with flowers,"portrait, woman, flower"
1b1e4a95-165f-44ab-9e37-3c3b29af5c72,ducks and ducklings,"bird, waterhole, grass, duck, rural area, domestic duck"
1b99e9f3-e507-4f7f-b7be-ef375a349594,"and a book, angels, the virgin and child","woman, boy, Mary, Christ Child, mother, Madonna and Child"
1baf2d84-3cf2-466a-b8d9-893ad35bb22f,a woman and her children,"helmet, Achilles, Odysseus, transvestism"
1c0eeaea-86bd-4cb0-ac04-3c1fa97ce276,person,"woman, boy, Mary, Christ Child, mother"
1c26f47f-44a2-4662-96b6-07bd1f7cbc28,"and a glass of wine, peaches, glass, nuts","peach, cup, walnut, knife"
1c4f5f9e-14ce-445c-8b3b-2f0ead0c7c09,person,"man, reading, Mark the Evangelist"
1cb00e5e-5ccd-4c25-9d78-618862feef06,person,Joseph
1ce17322-da97-49f2-9b37-ecd34bf1777b,a woman in a white dress,"dress, bracelet, Virginie Amélie Avegno Gautreau"
1cf4f00d-79be-4019-895e-607d8d40ab39,"person, pumpkin, pears, pitcher","Cucurbita maxima, Prunus subg. Prunus, fig"
1cf79aab-ec32-4506-bba2-4ef626fe30cf,a man and two women,"Sophie Charlotte of Hesse-Kassel, Frederick I of Sweden, Ulrika Eleonora I of Sweden"
1cfab3b3-85ff-4618-9bc1-a63097ba851c,"person, portrait, portraits of people, portraits","portrait, man, human head"
1d140472-94d5-42a6-80e8-0ac3c4ab5689,"person, the virgin and child",Child Saint John
1d178d50-c65d-4f09-9444-9a18b4c72c63,"a building, people in a park, and a tree",London
1d597032-ecef-46f3-a621-92123d5be525,"a woman with long hair, a girl with long hair, a girl with","girl, table, bird"
1d66171c-6752-4085-9cfc-fa11838c5c3e,the nymph and the nymph,"nudity, rock, Perseus, Andromeda"
1d73f4d0-d4dd-4fd2-b9b6-ebd943a69e7d,"person, portrait, portrait painting","Charles Edward Stuart, coat"
1d85f443-a18f-44e7-85e5-4a34e808085d,a woman and a man in a cave,"man, corpse, Heracles, Hydra, club, combat"
1dc0b166-dd6c-45fd-a928-8e2bf7904ed1,person,"crown, John Campbell, 4th Duke of Argyll"
1dccea14-5997-44d9-b0c8-e4d1087c82cc,a person,"Moon, tree, rural area, moonlight, light source"
1e033415-2505-4ca3-97bd-9d01b3872c86,"a bearded man with a beard, a woman with a ring, and a woman with a ring","portrait, man"
1e294ddb-58d4-46a6-a868-6b39e0c002fc,"person, portrait, portrait of person",Bartolomé Esteban Murillo
1e2a2010-1811-40a0-ad5b-31ad925ad2b0,woman sitting in chair,woman
1e712505-fa9f-4f64-b158-b0754b108c09,woman in bathrobe,"woman, window, chignon, female breast, bathing, brown hair, standing, storage water heater, bathtub, bathroom, washing, louver, shirt, toplessness"
1eb57da3-f11d-445a-b47c-432a0fce0ddd,a young man with long hair,Herman Wolters
1eb80c06-96b8-44be-8828-a0055706db09,"a room with a piano, a chair, and a woman","painting, studio"
1ed3b12c-1931-4f9d-b2fb-d47066b28fed,a woman in a blue dress,Ingeborg Kaurin
1ed9b89d-c13f-45ac-b084-7fa8b8688257,person,Jerome
1f031393-62c4-4393-b6ee-ebd5bb649f97,"a window, a window frame, and a person","canvas, frame, stretcher, painting support"
1f0b251b-e708-4b95-bad8-1d7851804935,"the cruci, the crucifixion of jesus",Saint Sebastian
1f2c8be8-474d-4c4f-ab20-511141af4629,an old man with a cane,"sitting, assistive cane, old age, cap"
1f50da53-8752-4c33-952e-1cb9f5350f98,"the parthenon, person","sky, ruins, ancient Greek temple, Parthenon, Acropolis of Athens, low-angle shot"
1fd90bdb-7e20-4e5b-a302-24005af0a021,a girl in a dress,flower
1feff28e-5d58-45f6-8391-5f08a29dbd34,people walking in the snow,Paleisstraat
2020308b-1c5f-4e87-9be3-be83afee7610,person,William Wilson Corcoran
2032e4a5-97d4-455e-83e2-8ca026cd7849,"fruit, and a vase, flowers","still life, flower, vase, pear"
2063f7b4-c413-4729-b1b0-10f14ad4c5da,people and horses in a forest,"tree, forest"
206793bf-6bb1-425f-a198-45f78c84a344,a woman lying on a couch,"child, health care, physician, bedroom, foot"
212e9d94-61be-4a48-bc64-83f0ecdf0221,a rock formation and the sea,"landscape, sea, sky, cloud, Porte dAval, cliff, Étretat, English Channel"
2172d2cd-d72f-4cfc-af7f-66ac1719bb20,a woman with a white collar,woman
217cd8ca-72f4-4ba4-b3aa-a33aa3681002,a woman in white,woman
21a0ed1b-b170-48fb-b0d9-e836276a264a,flowers and berries,flower
21a81de4-ce7c-4b03-9762-cca3368397e6,people in a city,Grote Markt
21c9fb9b-e3f4-4fed-a21b-994135465f8e,"person, a man in a blue coat, sitting at a table",Joseph Anthony
21dec38b-a597-4e22-b45c-5eea07fbe84f,a young woman reading a book,"portrait, woman, girl, piano"
21ea1733-fc36-4503-8dc2-241ef796f752,boats in rough seas,"man, sky, cloud, body of water, sailboat, sailing, rowing boat, estuary"
21f076aa-b097-4102-b88e-a4288dfbbfe0,person,"Mary, Saint Anne"
2223f9dc-099f-4b44-89e6-4f7d1de530bc,"a woman is washing her hair, and a woman is washing her hair","woman, nudity, sitting, chignon, dress, tree, female breast, garden, shawl, palace, clothing, brown hair, navel, décolletage, toe, cleavage, drapery, barefoot, standing, washing, necklace, malleolus, chestnut hair, apron, gaze, nipple, terrace, pearl, headband, cushion, see-through clothing, tread, domestic worker, balustrade, group of humans, Bathsheba, jewelry box, wash basin, hair care, baluster"
22296850-7e57-44ae-8ee9-201fbb105186,"and a hillside, a hill, a river",Aven
2244f73f-9831-4c6f-8c5b-b7625f7210c2,person,Father Time
225964b1-2000-4b3b-9c3d-fcdafe4541d0,person,Romuald
228cb90a-3331-4cb6-a588-1856694b80e0,storm clouds and trees,"tree, rural area"
22988e85-162a-4074-95df-080027275f6a,a man in front of a house,"peasant, cottage"
22b968c3-6bea-4dd5-b891-576ea896a46d,"trees, and a log, a forest","tree, sky, forest"
22c93672-aa4b-4a03-a57d-753b602a0b1f,person,"man, paper, sitting, writing, fauteuil, quill, white hair, desk, study, elderly people, Adolphe Crémieux"
23110ab2-e1f1-4d8a-8957-55347c7957d8,person,Georg Stang
233febeb-8104-43a1-932d-5bf89a4479b1,"a boat in the water, and a boat in the water","Venice, sky, cloud, Piazza San Marco, Piazzetta San Marco, Marriage of the Sea ceremony, column of San Marco, bucentaur, Doges Palace, column of San Teodoro, San Marco basin, Punta della Dogana, Grand Canal, molo of the Doges Palace, Feast of the Ascension, Biblioteca Nazionale Marciana, St Marks Campanile"
236b430c-05e7-494c-a246-93c972cc637a,a village and a hill,"house, City wall of Visby, Visby"
23a463d2-4ec4-4c91-9a95-bc13999c8ffc,person,"woman, man, boy, Mary, Christ Child, Vincent Ferrer, Saint George"
23a4bc09-ec2e-4292-8db8-d79636701177,person,"woman, nudity, waist-length hair, chignon, mirror, female breast, eyebrow, pubic hair removal, navel, standing, armpit, mons pubis, areola, specular reflection, choker, gaze, brown, nipple, dressing table, kerosene lamp, waist, mirror image, hairstyle, underarm hair, flacon, ballet flat, lampshade"
23e726be-fbe4-4f11-8282-7d258a688b0c,an old man with a beard and a necklace,"man, beard, Rembrandt, headgear, necklace, ring, white hair, Boaz"
23e86c23-2599-49ff-8979-26a8d6563c6f,trees and a river,"forest, rural area, body of water"
240fd3cf-3968-4ff8-987c-d4529ddc5971,person,"Venice, palace, stairs"
24319771-541d-4674-a0fb-217a21436e8b,a watermill and a house,"tree, watercourse, Ruisdael-Hobbema watermill"
24349039-6409-43dc-98c9-5b161445521e,a man with a turban and a gun,"portrait, man, Orientalist painting, Roustam Raza"
24cb4db2-c53a-4f3f-89d3-f72109a68113,a man in a suit,"portrait, man"
24f5e889-f88c-4c65-86d7-f87872887449,a man in a suit,Joseph Dugan
253602e7-0b70-4766-9e33-a34658e200a5,a young man with a hat,"man, self-portrait, Anthony van Dyck"
2544cb9b-2bd6-4326-9320-b88fde6ed891,"winter, birds, snow, person, landscape","landscape painting, winter, snow"
25580901-e671-4576-8a0a-99d6896f53b7,a woman walking in the woods,"woman, forest"
25a2684d-5da5-4c0d-931d-1c15d06b36d0,a woman and a man,"woman, man, female breast, couple, thunderstorm, plant, storm, rural area, navel, drapery, barefoot, clothed male, naked female, black hair, part, blond hair, trail, blowing horn, see-through clothing, wind, teenager, male toplessness, running, loincloth, Chloe, Daphnis"
25f2b3b9-16e6-46d5-98c8-ca56b817988a,a woman sitting on a wall,"woman, castle, military colours, sewing"
25fb93b8-fcf4-4eb3-9283-cb31d1561053,person,John the Baptist
26318b63-ab70-4539-ab68-44ef26afd414,person,"woman, boy, Mary, Christ Child, mother"
26650758-4263-4d23-9fdd-87ec2de882cd,a woman in a gray dress,woman
2670390d-1113-4538-9a93-244631f76554,a woman in white sitting on a chair,"woman, dress, couch, 1795–1820 clothing, Juliette Récamier, cushion, Incroyables and Merveilleuses, footstool, candelabra"
2674b2e3-4225-4814-88a8-e63e80fd7f5c,a woman in a pink dress walking down a path,park
269b606e-6a11-424a-9835-5613e4eddfd3,"and a book, flowers in a vase, a bird",bouquet
26d5424e-64fa-4537-9d6a-076cfd3cd127,a woman and a man,"man, landscape, tree, Cain, Abel, murder"
26dcd651-183f-4490-9e14-58eab6252d1c,"trees, people, and a path",forest
27067e9a-2f3e-404c-ad33-9f88b07c1d41,person,"woman, man, soldier, Christ, Pontius Pilatus, Pilate washing his hands, Pilates court"
2708accf-8778-4aad-ab80-59effd2530b0,a lady with a blue dress,"portrait, woman, miniature, White people, earring, bow, fichu"
2730fb58-9ef3-4153-a480-130fe6ba07d2,person,"skull, prayer, Francis of Assisi"
27f705da-0f7e-43d5-8404-3b903d56244f,"the city of rome, the roman aque, the roman aqueduct","sky, cloud, grass, Colosseum, ruins, arcade, herb, Rome"
280934d9-3d25-4d55-b854-e99644e7fc34,person,Alexander Pope
284d5232-6d05-4f66-8f27-3a41445151dc,person,"sitting, gold, book, Mary, Christ Child, fauteuil, lily, bookbinding, veil, chastity"
28863d9a-0f58-4231-98c5-ce82c76ea497,a naked man with a hammer and a woman with a sword,Venus
28a6ac26-a4dd-48bc-b120-38f2d2b4cc14,"the angels, and the dead, the crucifixion of jesus","man, Matthew the Apostle"
28a9b4d3-6803-4833-bcf0-7eaeab416419,person,"portrait, man, James Monroe"
28fbabbd-22e2-42e2-aa57-0cafc6039495,"person, the virgin and child","woman, boy, Mary, Christ Child"
