image_id,pred_clean,gt
09651665-7cbe-4a8f-84fd-51f85c2ab137,"Virgin Mary, Jesus Christ, baby","Mary, Christ Child"
09819e8f-c333-480a-b12f-d491fdf67756,"landscape, sky, water, clouds",wind wave
09b7c36d-2bee-4696-b5c6-704382be1c26,man with dog,"man, Charles IV of Spain, 1795–1820 clothing"
09f1df7a-8e49-4f2e-8d36-44cebdec9349,"Girl, Window, Basket","waist-length hair, window, girl, child, gaze towards the viewer, wall, shirt, window sill, headgear, red hair, necklace, smile, rosacea"
09f57b74-f1b6-4e8e-91a9-6b2712102625,"('Error', '')","woman, boy, Mary, Christ Child, Biblical Magi, adoration"
09fd4fa1-3c93-454d-a81d-d0344ab9b69b,"Tower of Babel, Clouds, River, Buildings, People, Sailboats",Tower of Babel
0a079292-50bb-4d2e-ac41-9cf3cbbdada3,"woman, flamenco dancer","woman, Charlotte Berend-Corinth"
0a2f69b9-8240-45db-9918-82d4ab9f8ce4,"woman, hair, dress","woman, shawl, chair, mestizo, washing"
0a5174b9-8e93-41cb-bc25-ecabeffd0172,"man, dog",Bartolomeo Panciatichi
0a711351-523c-43fb-8500-2fb90d67a7b8,white horse,horse
0b113e9d-df4c-449f-a3b6-efb36afbe44e,"landscape, man, cypress trees, rock formations, water, night","island, corpse, sky, barque, cloud, evening, sunset, shroud, Cupressus, oar, cove, Charon"
0b536421-78b6-451f-83f4-33db83ff44f0,"man, headband, fur coat, collar",Jakob Muffel
0b7e09fb-a996-4453-af21-7d0c1302850b,"beach, cliffs, sea, sky","Gotland, Visby"
0b98c628-53f0-48ed-a076-e923bb061e7e,King George I,William III of England
0c07cad0-613e-40d6-8dde-8f898c955fc3,"man, hat, robe","man, Charles VII of France"
0c305ede-a3d4-4476-955f-d9d65a60f71a,"woman, river, trees, landscape","landscape painting, woman, tree"
0c32abe9-cf61-4269-acad-eee1baed4d9a,Paul Gauguin,"art of painting, man, hat, painter, musician, Paul Gauguin, Manaò tupapaú"
0c5eff9c-f93c-49fe-8f9a-25ed429a42f9,"Christ, Saint John the Baptist, Saint John the Evangelist, Saint Peter, Saint Andrew, Saint Thomas, Saint James the Greater, Saint Paul, Saint Luke, Saint John the Evangelist, Saint John the Baptist, Saint John the Evangelist, Saint Peter, Saint Andrew, Saint Thomas, Saint James the Greater, Saint Paul, Saint Luke","Jesus Christ, John the Baptist"
0c864c40-b020-4c70-abf1-73c15fae7289,man,"man, musician"
0cdcf3bc-c974-4bce-88a8-1827fe4e97f3,man on horse,"horse, Maurice of Nassau, Frederick Henry of Orange-Nassau"
0cff61d6-b9ac-4f18-8b86-cd8caedf4aa0,"soldiers, army, uniforms","Dutch Civic Guard, Nicolaes van Bambeeck"
0d5919e7-b989-4847-90a7-4d1be926daa6,"man, beard, dress",man
0d7123fe-04f4-4a30-83b5-7c9c176d1f64,"people, marketplace, horse","Jesus Christ, Ecce Homo"
0d83a087-8342-4d8d-849b-b9b44b97a533,"two women, mirror reflection, dress","woman, sitting, chignon, dress, hat, hatmaking, chestnut hair, stool"
0e29d1af-7fb4-4a4a-80cd-8c6bbe5c2416,"man, man, man","man, Peter Paul Rubens, gaze towards the viewer, Philip Rubens, bust, Seneca, Joannes Woverius, Justus Lipsius"
0e94788e-a9ae-4661-b338-833d9fba716f,"woman, chair",woman
0ec28538-6d2d-47ea-a31d-3789fd8521d8,"Virgin Mary, Child Jesus, Saint Joseph","woman, boy, Mary, Christ Child, Jerome, mother"
0f114442-5d96-42f8-afc0-6a65e5611969,"boats, bridge, water, sky, landscape","landscape, Seine, sailing ship, Argenteuil"
0f1e535e-69df-4446-a4ad-02da221e9088,"woman, chair, book, lighting, window, floor, table, mantle",Eva Bonnier
0fb08a16-cff0-4381-9a4e-8d9edf01daa1,"priest, people, grave, altar, flag","corpse, book, Catholic priest, altar server"
0feafd65-ae0c-41e3-9448-dcb0aaaaf522,"grapes, pomegranate, wine glass","pomegranate, fruit, grape, wine glass"
0ff59d76-8939-42c7-9e3d-0d04d898bd3a,"man, hat, collar, necklace",man
10100024-d8c0-4f2a-b2f6-221e0eb5e9c7,"Nymphs, Goddesses, Nereids, Centaurs, Seahorses, Oceanus, Poseidon, Sirens, Mermaids",Europa
105fec4c-8c29-4ee6-b8dd-1feeb1c6e3f0,"old man, vase, painting, table, paintbrush, painting frame","painting, vase, table, Thorvald Bindesbøll"
1081a62b-331c-4093-992b-4469dd41d110,"man, beard, collar","man, beard, ruff"
10b621c5-656f-4236-9698-c3dd47e2b297,Adam and Eve,"woman, man, sitting, broad-leaved tree, sky, cloud, dance, rural area, mons pubis, putto, herder, Western concert flute, nymph, herma"
10c024ae-f876-406b-8a78-a50d0a327e32,man,Eastman Johnson
10f3a971-be43-4831-b1f1-95e48b38690c,"people, boats, cliffs, sky, water","levee, Zeeburg dike, Watergraafsmeer, levee breach, St. Peters Flood"
116e50be-8e4b-4b52-a522-35b90897e0ec,"grapes, flowers, berries",flower
116fcf75-18fe-4d3c-ada7-caece8bf203d,"woman, headpiece, earrings, dress","woman, 1795–1820 clothing"
1198c60f-2ea2-473c-9b30-687540790800,"mountains, valley, road, trees, water body, sunlight","Donner Lake, California"
11ff8107-7b32-4622-8cc6-b030d864b4a9,"woman, hat, necklace, dress, mirror","woman, hat, gaze towards the viewer, necklace, pearl"
12418643-c6a6-45ce-aa5d-e3738189abec,"man, woman","nymph, satyr, sexual assault"
127a6a83-8150-4b11-b9cb-e854ad471a9d,"Iceberg, Ocean, Ship, Rocky Coastline, Sunset",iceberg
127c910e-b898-42ed-a7b3-2c5cc1bc721b,"man, chair, abstract geometric shapes","man, Pablo Picasso"
12a9766f-63e5-40a3-835c-638552190143,"Medusa, Man with mustache","Medusa, Tadeusz Błotnicki"
12d3e6c3-2feb-4ee2-ad89-65155802fb9a,"landscape, rock formations, water body, sky, clouds",mountain
12de9d3f-eb65-46d8-b128-16d7b11e3209,"St. John the Baptist, St. Francis of Assisi","John the Baptist, Francis of Assisi"
1302e2e5-699b-4d1d-be26-0b5bc656121f,"girl, flowers, scarf","headscarf, sitting, girl, sky, shawl, rose, smile"
13077bde-bdf6-43ed-b712-a906de4e4532,"Madonna, Saint Francis, Saints","John the Baptist, Madonna and Child, Saint Lucy, Francis of Assisi, Zenobius of Florence"
13146356-b47e-447c-bfb1-c80eecbcdd4e,"man, beard, jacket, necklace, gloves","portrait, man, Worthington Whittredge"
133653da-65df-4fe2-b895-b3d4ea9f51d0,"priest, monk, bishop","Martin of Tours, Donatus of Arezzo, beggar, Bernardino of Siena"
133e1c52-a444-43fa-9e22-e24d3d79bc41,"man, clothing, accessories",man
135f3914-f802-4430-b192-46131d6c340c,"woman, girl","portrait, woman, boy, mother, Consuelo Vanderbilt, Lord Ivor Spencer-Churchill"
1381f8a9-930b-4816-813a-9f510d1e8a15,"landscape, trees, statue, fountain","tree, garden, statue, Park of Versailles"
13b2d742-92c1-4c7e-80ac-c7684719b0cc,"Saint, Bishop, Crest","man, Saint Nicholas, saint"
13cfede9-784e-4bc5-a2b8-293c219029c7,"portrait of a man, royal attire, sash, red robe, gold buttons, white hair",Charles IV of Spain
141222a4-794b-4d9f-b1e3-40f8d0dcc506,"man, dog","dog, Heracles, Nautilus"
14284f83-794a-4ac9-95da-45db2a158296,"a woman, a horse, birds, people, trees","woman, broad-leaved tree, corpse, cloud, sword, horse, raven, torch, Salo Pute"
14c124bb-6e15-40eb-9339-fe8daf0eebdd,"man, head","portrait, man, White people"
1523ee7f-86d3-4187-b57c-345ffd022e47,"man, hat, mantle, tie",man
152f4326-4bd0-4948-9792-086e43ad67bf,old man,Saint Peter
155c8e6c-eba2-49e2-bbc0-17abc5eaebd0,"cows, people, trees, road, fence, house, sky","forest, cattle"
157c03f1-0297-49e5-bd4f-39b52fe35eda,"two women, landscape, field, house, tree","woman, landscape, dress, tree, sky, field, peasant, house, Brittany, rural area, apron, coif, Bretons"
1637682d-e46f-49d7-aafb-c7bb99db8c58,"man, horse",horse
164e7cd2-cbfb-4aaf-a177-07a0e83c68ca,Native American man,George Catlin
169d4744-f1a8-4f4b-8169-a2026c119143,"Saint John the Baptist, Mary Magdalene, Jesus Christ","infant, Faustulus, Remus, herder, Canis lupus, Romulus"
16e95d28-cc48-45ce-9bc8-bc7ec4ced66b,"tree, chair, plants, pathway, fence, window, door, person",Charley Toorop
1700579e-200c-4104-9596-96c0f0f1693c,"man, lion",Samson
171e7c56-3f2e-40d3-bfd6-8fbe9215ac5b,"Saint John the Baptist, Saint John the Evangelist, Saint John the Baptist","woman, waist-length hair, Mary Magdalene"
1735fb9c-5707-46ab-9700-47a29f1f31a2,"crowd, street, buildings, sky, clouds","street, boulevard Montmartre, France, parade, Mardi Gras"
1744fe41-e4b2-4a25-9261-5aabd4eb3d06,"flower pot, red flower, brown background",flower
17556df7-8604-4f3a-b046-409b1288862e,"Mary Magdalene, Jesus Christ, Saint John the Baptist","woman, man, sitting, book, boy, Mary, Christ Child, crucifix, beard, John the Baptist, mother, barefoot, standing, Bartholomew the Apostle, hermit, platform, knife"
179c1176-52b8-4131-bdf7-cb27059dd137,"woman, dress",Theo Mann-Bouwmeester
17a3b04e-c20b-46f3-938e-e5f18ce94b1b,"woman, sword, robe","shawl, sword, White people, Judith, turban"
17bbd4a0-eb5f-4c49-b0e2-8922c5bbefda,"man, beard, mantle, scroll",man
17eac1eb-787a-48c3-abf0-8b0d7941d889,"nude man, two women","Apollo, Ceres"
182bb073-6895-4619-9642-cddc5f1e5cc8,"Eve, Adam, dog","woman, sitting, waist-length hair, chignon, tree, broad-leaved tree, sky, female breast, cloud, couple, Adonis, Venus, rural area, brown hair, toplessness, Aphrodite, areola, part, brown, nipple, eye contact, blond hair, trunk, hunting dog, spear, lovers embrace, dagger, collar, hug, parforce horn"
184802b1-2c6e-4fa4-a025-37c88f9ebd40,"Jan van Eyck, Woman in Green Dress, Man in Black Cloak","woman, window, dress, chandelier, mirror, dog, hat, couple, bed, bedroom, standing, Bruges, coif, Giovanna Cenami, marriage"
1896ef6a-827c-40d1-8e40-7c5f0289304c,"man, ship, rock","portrait, man, John Gell"
18a6e1cc-333c-49bd-9a15-87036bf21c40,"snow-covered trees, red building, people, child","landscape, winter, snow, house, Louveciennes"
18b24634-0776-4c86-9d2f-b42f59581856,"Virgin Mary, Child Jesus, Saint John the Baptist","Mary, Christ Child, Madonna and Child, Francis of Assisi, Catherine of Siena"
18ddd29e-5992-4961-b747-3178b0fca044,"landscape, trees, rocks, field, water, people","tree, house, cloud, lake"
18dfae3b-b897-4edb-bbd1-89625205a7c5,man,Johannes Bosboom
192353b7-6c56-4e6b-aaeb-302a052ff78e,"Mary, Joseph, Baby Jesus, Wisemen, Child, Priest, Young boy, Gold cup, Turban, Robe, Crown of thorns, Cross, Manger, Steeples, Stone steps, Light",Christ Child
19528183-894a-4421-b255-560783065071,"skull, violin, inkwell, sheet music, hourglass","book, table, sheet music, violin, playing card, inkwell, quill, human skull, tablecloth, seal, hourglass, oil lamp"
1953f734-6405-49e9-bb5f-d995a5797ba8,"people, architecture, interior design","church building, human figure"
19815b86-8f57-425a-b846-57f5cbb67a80,"man, medal",Jacobus Scheltema
19b32ae9-b34f-4336-9c26-8867bfd98d24,"jockeys, horses, landscape",Epsom Derby
19ba1f81-b547-4d86-b6ee-6d417d685ba5,"Venus, Children, Cherubs, Doves","Cupid, Venus"
19bfb8cf-09c8-475c-8018-0dac525bb3aa,"nude woman, couch, pillow, incense burner, fruits, rug","smoke, woman, nudity, waist-length hair, chignon, fruit, carpet, blanket, drapery, wall, back, dimples of Venus, half reclining, buttocks, hip, bracelet, chestnut hair, waist, cushion, tray, odalisque, brasero"
19d510d8-4175-4f51-a867-7a48f561bbad,"mountains, trees, people, animals, water, landscape",Yosemite Valley
19f1925f-9f6d-4037-bfbe-5b6eb58246ab,"landscape, trees, water, sky","landscape, tree, Seine, Port-Villez"
19fd9370-2742-438e-9b33-f96461faf5c6,"Saints, Angels, Children, Heavenly Figures, Meditation, Religious Scene",Moses
1a17b45b-0bd2-4c0c-913b-0c49119b10f7,"woman, couch, mirror, doorway","portrait, woman, interior, Yves Elisabeth Morisot"
1a369f72-b8ec-45eb-bc73-57ef73e9ee4f,"mountains, valleys, trees, fog",Giant Mountains
1a7979a1-53a0-4918-bed9-bb508582c42b,Mary Magdalene,"woman, waist-length hair, dress, female breast, suicide, eyebrow, décolletage, shirt, toplessness, areola, nipple, earring, pearl, aspic viper, Cleopatra, snakebite, agony, nostril"
1abdb1eb-3acf-4fad-8257-3a7f4c1b4223,"woman, coat, flowers","woman, Veronika Heiss"
1ae072ec-9a5e-4811-a166-effd27064dd2,"Mary Magdalene, Jesus Christ, Saint John the Baptist, Saint Joseph","Mary, John the Baptist, Christ, Child Saint John, Holy Family, dove"
1ae0a329-1b90-4f44-b459-06c2efefd082,"woman, flowers, chair, hat","portrait, woman, flower"
1b1e4a95-165f-44ab-9e37-3c3b29af5c72,ducks,"bird, waterhole, grass, duck, rural area, domestic duck"
1b99e9f3-e507-4f7f-b7be-ef375a349594,"Virgin Mary, Child Jesus, Angels","woman, boy, Mary, Christ Child, mother, Madonna and Child"
1baf2d84-3cf2-466a-b8d9-893ad35bb22f,"people, women, men, deities, architecture, artificial light, animals, objects","helmet, Achilles, Odysseus, transvestism"
1c0eeaea-86bd-4cb0-ac04-3c1fa97ce276,"Mary Magdalene, Jesus Christ, Saint John the Baptist, Saint Peter, Saint Paul","woman, boy, Mary, Christ Child, mother"
1c26f47f-44a2-4662-96b6-07bd1f7cbc28,"peaches, glass of water, nuts","peach, cup, walnut, knife"
1c4f5f9e-14ce-445c-8b3b-2f0ead0c7c09,"Saint John the Evangelist, Book","man, reading, Mark the Evangelist"
1cb00e5e-5ccd-4c25-9d78-618862feef06,"Saint Paul, Archangel Michael",Joseph
1ce17322-da97-49f2-9b37-ecd34bf1777b,"woman, dress","dress, bracelet, Virginie Amélie Avegno Gautreau"
1cf4f00d-79be-4019-895e-607d8d40ab39,"pumpkin, fruit, jug","Cucurbita maxima, Prunus subg. Prunus, fig"
1cf79aab-ec32-4506-bba2-4ef626fe30cf,"man, woman, woman","Sophie Charlotte of Hesse-Kassel, Frederick I of Sweden, Ulrika Eleonora I of Sweden"
1cfab3b3-85ff-4618-9bc1-a63097ba851c,"man, beard","portrait, man, human head"
1d140472-94d5-42a6-80e8-0ac3c4ab5689,"Virgin Mary, Jesus Christ, Saint John the Baptist",Child Saint John
1d178d50-c65d-4f09-9444-9a18b4c72c63,"people, buildings, trees",London
1d597032-ecef-46f3-a621-92123d5be525,"woman, bird, table, dress","girl, table, bird"
1d66171c-6752-4085-9cfc-fa11838c5c3e,"a warrior, a nude woman","nudity, rock, Perseus, Andromeda"
1d73f4d0-d4dd-4fd2-b9b6-ebd943a69e7d,"King, Empire, Military Uniform","Charles Edward Stuart, coat"
1d85f443-a18f-44e7-85e5-4a34e808085d,"nude woman, nude man, snake, landscape, clouds, mountains, river, rocky terrain, sunset","man, corpse, Heracles, Hydra, club, combat"
1dc0b166-dd6c-45fd-a928-8e2bf7904ed1,King George III,"crown, John Campbell, 4th Duke of Argyll"
1dccea14-5997-44d9-b0c8-e4d1087c82cc,"woman, fireplace, trees, landscape","Moon, tree, rural area, moonlight, light source"
1e033415-2505-4ca3-97bd-9d01b3872c86,"man, necklace, ring","portrait, man"
1e294ddb-58d4-46a6-a868-6b39e0c002fc,"Bartolomeu Murillo, painting, mirror, artist, portrait",Bartolomé Esteban Murillo
1e2a2010-1811-40a0-ad5b-31ad925ad2b0,woman,woman
1e712505-fa9f-4f64-b158-b0754b108c09,woman,"woman, window, chignon, female breast, bathing, brown hair, standing, storage water heater, bathtub, bathroom, washing, louver, shirt, toplessness"
1eb57da3-f11d-445a-b47c-432a0fce0ddd,person,Herman Wolters
1eb80c06-96b8-44be-8828-a0055706db09,"man, woman, chair, mirror, picture frame, clothing, flooring, doorway","painting, studio"
1ed3b12c-1931-4f9d-b2fb-d47066b28fed,"woman, dress",Ingeborg Kaurin
1ed9b89d-c13f-45ac-b084-7fa8b8688257,Saint John the Baptist,Jerome
1f031393-62c4-4393-b6ee-ebd5bb649f97,"a painting, a frame, a wall","canvas, frame, stretcher, painting support"
1f0b251b-e708-4b95-bad8-1d7851804935,"Christ, soldiers",Saint Sebastian
1f2c8be8-474d-4c4f-ab20-511141af4629,old man,"sitting, assistive cane, old age, cap"
1f50da53-8752-4c33-952e-1cb9f5350f98,"ancient architecture, ruins, landscape, sunlight","sky, ruins, ancient Greek temple, Parthenon, Acropolis of Athens, low-angle shot"
1fd90bdb-7e20-4e5b-a302-24005af0a021,"child, dress, flowers",flower
1feff28e-5d58-45f6-8391-5f08a29dbd34,"people, buildings, snow, street, furniture, animals",Paleisstraat
2020308b-1c5f-4e87-9be3-be83afee7610,"old man, white hair",William Wilson Corcoran
2032e4a5-97d4-455e-83e2-8ca026cd7849,"flowers, fruit, tablecloth","still life, flower, vase, pear"
2063f7b4-c413-4729-b1b0-10f14ad4c5da,"horseman, hounds, forest, trees, landscape","tree, forest"
206793bf-6bb1-425f-a198-45f78c84a344,"woman, man, bed, chair, pillow, table, window","child, health care, physician, bedroom, foot"
212e9d94-61be-4a48-bc64-83f0ecdf0221,"cliff, ocean, sunrise","landscape, sea, sky, cloud, Porte dAval, cliff, Étretat, English Channel"
2172d2cd-d72f-4cfc-af7f-66ac1719bb20,"woman, white headscarf, black dress",woman
217cd8ca-72f4-4ba4-b3aa-a33aa3681002,woman,woman
21a0ed1b-b170-48fb-b0d9-e836276a264a,"flowers, plants, stone",flower
21a81de4-ce7c-4b03-9762-cca3368397e6,"people, church, buildings, marketplace, cart, drummers, sellers, crowd, castle",Grote Markt
21c9fb9b-e3f4-4fed-a21b-994135465f8e,man,Joseph Anthony
21dec38b-a597-4e22-b45c-5eea07fbe84f,"Piano Player, Dress, Chair, Music Sheet, Piano","portrait, woman, girl, piano"
21ea1733-fc36-4503-8dc2-241ef796f752,"boats, ocean, clouds, ship, fishing boats, people, dock, stormy weather","man, sky, cloud, body of water, sailboat, sailing, rowing boat, estuary"
21f076aa-b097-4102-b88e-a4288dfbbfe0,"woman, girl, angel","Mary, Saint Anne"
2223f9dc-099f-4b44-89e6-4f7d1de530bc,"woman, maid, nymph, man","woman, nudity, sitting, chignon, dress, tree, female breast, garden, shawl, palace, clothing, brown hair, navel, décolletage, toe, cleavage, drapery, barefoot, standing, washing, necklace, malleolus, chestnut hair, apron, gaze, nipple, terrace, pearl, headband, cushion, see-through clothing, tread, domestic worker, balustrade, group of humans, Bathsheba, jewelry box, wash basin, hair care, baluster"
22296850-7e57-44ae-8ee9-201fbb105186,"landscape, trees, pond, road, field, sky",Aven
2244f73f-9831-4c6f-8c5b-b7625f7210c2,"ancient man, angel, cloth, plants, vase",Father Time
225964b1-2000-4b3b-9c3d-fcdafe4541d0,"Saints, Bishops, Priests, Peasants, Architectural Elements",Romuald
228cb90a-3331-4cb6-a588-1856694b80e0,"landscape, trees, house, birds, clouds, grass, rocky outcrop","tree, rural area"
22988e85-162a-4074-95df-080027275f6a,"house, man, tree","peasant, cottage"
22b968c3-6bea-4dd5-b891-576ea896a46d,"trees, forest, nature","tree, sky, forest"
22c93672-aa4b-4a03-a57d-753b602a0b1f,"man, chair, document, statue","man, paper, sitting, writing, fauteuil, quill, white hair, desk, study, elderly people, Adolphe Crémieux"
23110ab2-e1f1-4d8a-8957-55347c7957d8,man,Georg Stang
233febeb-8104-43a1-932d-5bf89a4479b1,"Venetian gondoliers, Palazzo Ducale, Dome of St. Mark's Basilica, Gondolas, Canal of Venice, Sailboat, Cannarese flag, People, Buildings, Sky","Venice, sky, cloud, Piazza San Marco, Piazzetta San Marco, Marriage of the Sea ceremony, column of San Marco, bucentaur, Doges Palace, column of San Teodoro, San Marco basin, Punta della Dogana, Grand Canal, molo of the Doges Palace, Feast of the Ascension, Biblioteca Nazionale Marciana, St Marks Campanile"
236b430c-05e7-494c-a246-93c972cc637a,"landscape, village, sky, clouds, trees, road, buildings, water, skyline","house, City wall of Visby, Visby"
23a463d2-4ec4-4c91-9a95-bc13999c8ffc,"Mary Magdalene, Joseph, Angels, Saints, Baby Jesus, Shepherds, Sheep, Cross, Flag, Garden, Horse","woman, man, boy, Mary, Christ Child, Vincent Ferrer, Saint George"
23a4bc09-ec2e-4292-8db8-d79636701177,"nude woman, mirror, lamp, table, floor","woman, nudity, waist-length hair, chignon, mirror, female breast, eyebrow, pubic hair removal, navel, standing, armpit, mons pubis, areola, specular reflection, choker, gaze, brown, nipple, dressing table, kerosene lamp, waist, mirror image, hairstyle, underarm hair, flacon, ballet flat, lampshade"
23e726be-fbe4-4f11-8282-7d258a688b0c,"old man, beard, necklace, mantle, hat","man, beard, Rembrandt, headgear, necklace, ring, white hair, Boaz"
23e86c23-2599-49ff-8979-26a8d6563c6f,"trees, river, landscape","forest, rural area, body of water"
240fd3cf-3968-4ff8-987c-d4529ddc5971,"King, Queen, Peasants, Beggars, Soldiers","Venice, palace, stairs"
